time1,inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,time2,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
196,1023,1023,1022,1023,1023,188,1021,1021,1021,1021,1021
180,1023,1023,1023,1023,1023,184,1020,1016,1016,1016,1019
188,1023,1023,1023,1021,1022,184,1020,1016,1016,1016,1019
188,1023,1023,1023,1021,1022,184,1020,1016,1016,1016,1019
188,1023,1023,1023,1021,1023,184,1020,1016,1016,1016,1019
192,1023,1023,1023,1023,1023,188,1020,1017,1016,1023,1018
192,1023,1023,1023,1023,1023,184,1019,1019,1018,1016,1022
188,1023,1023,1023,1023,1021,192,1022,1017,1021,1021,1021
188,1023,1023,1023,1023,1021,184,1022,1017,1021,1021,1021
180,1023,1023,1023,1023,1020,184,1022,1017,1021,1021,1021
180,1023,1023,1023,1023,1020,184,1022,1017,1021,1021,1021
180,1023,1023,1023,1023,1020,188,1017,1022,1017,1022,1021
180,1023,1023,1020,1023,1023,192,1020,1020,1022,1017,1021
180,1023,1023,1020,1023,1023,188,1018,1019,1019,1020,1018
188,1023,1023,1021,1023,1023,188,1018,1019,1019,1020,1018
188,1023,1023,1021,1023,1023,188,1018,1019,1019,1020,1018
188,1023,1023,1023,1023,1023,192,1021,1021,1021,1021,1021
180,1023,1023,1023,1023,1023,184,1017,1022,1019,1019,1018
188,1023,1019,1022,1023,1023,188,1017,1015,1019,1019,1020
188,1023,1023,1023,1023,1023,188,1017,1015,1019,1019,1020
188,1023,1023,1023,1023,1023,188,1017,1015,1019,1019,1020
188,1023,1023,1023,1023,1023,192,1017,1016,1022,1019,1019
188,1023,1023,1023,1023,1023,192,1018,1017,1019,1019,1019
188,1023,1023,1023,1023,1023,196,1018,1021,1021,1021,1021
180,1023,1023,1023,1021,1022,196,1018,1021,1021,1021,1021
180,1023,1023,1023,1021,1022,192,1023,1018,1017,1018,1022
188,1023,1023,1023,1022,1023,184,1023,1018,1017,1018,1019
188,1023,1023,1023,1023,1023,188,1015,1017,1021,1021,1021
196,1023,1023,1023,1023,1023,188,1015,1017,1021,1021,1021
180,1023,1022,1023,1023,1023,188,1021,1019,1017,1017,1022
188,1023,1023,1023,1023,1023,188,1021,1022,1018,1018,1019
188,1023,1023,1023,1023,1023,188,1016,1015,1017,1021,1021
180,1023,1022,1023,1023,1023,184,1021,1022,1019,1017,1016
180,1023,1022,1023,1023,1023,188,1023,1023,1018,1017,1016
180,1023,1022,1023,1023,1023,188,1018,1021,1019,1017,1017
188,1023,1023,1023,1023,1023,188,1020,1021,1022,1018,1018
196,1023,1023,1022,1023,1023,184,1021,1021,1022,1019,1017
188,1023,1023,1022,1023,1023,188,1020,1023,1023,1017,1019
188,1023,1023,1022,1023,1023,188,1020,1023,1023,1017,1019
188,1023,1023,1022,1023,1023,200,1021,1021,1021,1022,1018
188,1022,1022,1023,1022,1023,200,1021,1021,1021,1022,1018
188,1022,1022,1023,1022,1023,200,1021,1021,1021,1022,1018
180,1023,1021,1022,1023,1021,184,1016,1016,1016,1016,1022
188,1023,1022,1023,1023,1023,184,1021,1021,1021,1021,1022
180,1023,1023,1021,1022,1023,188,1021,1021,1023,1023,1023
180,1023,1023,1021,1022,1023,184,1023,1023,1023,1023,1023
180,1023,1023,1021,1022,1023,188,1021,1021,1021,1021,1021
188,1023,1023,1020,1022,1023,188,1021,1021,1021,1021,1021
188,1023,1023,1020,1022,1023,184,1020,1017,1016,1022,1022
188,1023,1023,1023,1021,1022,184,1020,1017,1016,1022,1022
188,1023,1023,1023,1020,1023,188,1021,1021,1021,1021,1021
188,1023,1023,1023,1022,1023,192,1019,1017,1017,1014,1016
196,1023,1023,1023,1023,1023,184,1017,1021,1021,1021,1019
196,1023,1023,1023,1023,1023,188,1019,1019,1018,1016,1012
188,1023,1020,1022,1023,1023,188,1022,1021,1021,1021,1010
188,1023,1020,1023,1023,1023,188,1021,1018,1021,1021,1003
