time1,inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,time2,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
,,,,,,196,,,,790
,,,,,,196,,,,790
,,,,,,196,,,,672
,,,,,,196,,,,672
,,,,,,180,,,,649
,,,,,,180,,,,614
,,,,,,180,,,,614
,,,,,,196,,,,561
,,,,,,180,,,,549
,,,,,,188,,,,538
,,,,,,188,,,,531
,,,,,,196,,,,513
,,,,,,196,,,,513
,,,,,,188,,,,489
,,,,,,188,,,,475
,,,,,,188,,,,475
,,,,,,188,,,,468
,,,,,,188,,,,468
,,,,,,200,,,,459
,,,,,,200,,,,459
,,,,,,176,,,,458
,,,,,,180,,,,454
,,,,,,196,,,,452
,,,,,,196,,,,452
,,,,,,188,,,,447
,,,,,,188,,,,445
,,,,,,188,,,,444
,,,,,,188,,,,445
,,,,,,180,,,,441
,,,,,,188,,,,442
,,,,,,188,,,,442
,,,,,,188,,,,441
,,,,,,192,,,,438
,,,,,,192,,,,439
,,,,,,192,,,,439
,,,,,,180,,,,440
,,,,,,180,,,,440
,,,,,,180,,,,440
,,,,,,188,,,,439
,,,,,,196,,,,439
,,,,,,180,,,,440
,,,,,,188,,,,440
,,,,,,188,,,,442
,,,,,,188,,,,442
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,445
,,,,,,188,,,,445
,,,,,,200,,,,445
,,,,,,200,,,,445
,,,,,,184,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,443
,,,,,,188,,,,441
,,,,,,188,,,,441
,,,,,,188,,,,441
,,,,,,188,,,,441
,,,,,,180,,,,438
,,,,,,180,,,,438
,,,,,,184,,,,440
,,,,,,192,,,,440
,,,,,,192,,,,440
,,,,,,188,,,,437
,,,,,,188,,,,437
,,,,,,188,,,,437
,,,,,,188,,,,440
,,,,,,188,,,,440
