TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4,6km/h,KAKINUMA
,,,,,,,,,,,,,,,,,,,,,,,10.444979036,4.237138,1.207296895,0,0,0,0,1,1024,0.0,1024,0.0,1024,0.0,1024,0.0,1010,0.015410416,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,10.51662569,208.13903116666665,0.055560982,0,0,0,0,1,1024,0.0,1024,0.0,1024,0.0,1024,0.0,1015,0.014163148,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,10.636834945,233.9666941666667,0.020810954,0,0,0,0,1,1024,0.0,1024,0.0,1024,0.0,1024,0.0,1018,0.013859721,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,10.690715446,240.18032149999996,0.037410339,0,0,0,0,1,1024,0.0,1024,0.0,1024,0.0,1024,0.0,1015,0.011690874,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,11.644038704,402.06144983333337,0.019441894,0,0,0,0,1,1024,0.0,1024,0.0,1024,0.0,1024,0.0,1016,0.012598721,0.0,0.0,0.0,0.0
11.896876249,424.77859750000005,2.684572488,0,1,0,2,3,1024,0.0,998,0.266164025,1024,0.0,995,0.979430479,924,0.0165546,0.023511386,0.459740485,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,14.032452157,333.35802616666666,2.271546039,5,3,4,2,1,952,0.194365849,927,0.215904166,922,0.397739534,931,0.16526726,912,0.300726885,0.535409375,0.099342326,0.602344582,0.582101348
14.96417399,333.35802616666666,1.203133907,0,1,0,2,3,1024,0.0,1000,0.437626466,1024,0.0,996,0.365921221,944,0.71640172,0.071849992,0.215939084,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,15.34383637,17.33992883333333,0.178548483,1,0,0,0,0,965,0.161433113,1024,0.215904166,1024,0.397739534,1024,0.16526726,1024,0.300726885,0.0,0.099342326,0.602344582,0.582101348
,,,,,,,,,,,,,,,,,,,,,,,15.397517326,15.213356166666667,0.036916098,1,0,0,0,0,968,0.012927335,1024,0.215904166,1024,0.397739534,1024,0.16526726,1024,0.300726885,0.0,0.099342326,0.602344582,0.582101348
,,,,,,,,,,,,,,,,,,,,,,,16.284814518,148.9443835,0.121803276,0,0,0,0,1,1024,0.012927335,1024,0.215904166,1024,0.397739534,1024,0.16526726,1010,0.012559637,0.0,0.099342326,0.602344582,0.582101348
16.40259615,174.431251,1.133273675,0,2,0,1,3,1024,0.0,1000,0.3327343,1024,0.0,995,0.41065085,933,0.58491609,0.143921158,0.13339735,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
16.522950918,25.4717515,0.054212877,0,0,0,1,0,1024,0.0,1024,0.3327343,1024,0.0,1010,0.012555151,1024,0.58491609,0.0,0.13339735,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,16.674082625,25.4717515,0.358146564,0,0,0,2,1,1024,0.012927335,1024,0.215904166,1024,0.397739534,951,0.203700279,990,0.18869475,0.020228768,0.0,0.602344582,0.582101348
