inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1019,1022,1013,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1020,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
939,1019,1023,1015,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
938,1019,1022,1016,958,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,959,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
939,1019,1021,1015,957,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
938,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
937,1019,1022,1015,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
939,1018,1022,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1020,1021,1016,958,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
937,1019,1022,1015,959,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
938,1020,1022,1014,958,0,0,0,0,0
