TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4,3km/h,KATSU
21.573138007,1.49614525,6.285232044,0,3,0,1,2,1024,0.0,1009,2.58163E-4,1024,0.0,1005,1.685440856,939,0.954609691,0.016488779,0.346920967,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
22.579777767,529.8228760833333,0.916117502,0,1,0,2,3,1024,0.0,991,0.230765748,1024,0.0,990,0.157225857,928,0.509026121,0.02314084,5.05381E-4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,23.568775728,662.928844,8.262967446,4,3,5,1,2,936,6.394763666,900,7.126057497,920,0.743702341,910,7.156633183,912,6.283497736,0.017715318,0.01257158,0.316022058,6.066458313
,,,,,,,,,,,,,,,,,,,,,,,23.611487083,27.220057249999996,0.023914053,0,0,0,1,0,1024,6.394763666,1024,7.126057497,1024,0.743702341,970,0.015908659,1024,6.283497736,0.0,0.01257158,0.316022058,6.066458313
,,,,,,,,,,,,,,,,,,,,,,,24.371333586,41.780472083333336,0.608973337,0,0,0,2,1,1024,6.394763666,1024,7.126057497,1024,0.743702341,952,6.23735E-4,1011,0.219805989,0.370925869,0.0,0.316022058,6.066458313
24.691228019,95.02428783333333,1.430296462,4,3,5,1,2,967,0.176348496,968,1.204518118,1004,0.139084285,980,1.107907632,936,0.505122761,0.016200798,0.02458384,1.046707056,0.018873054,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,29.462268869,78.21207633333333,5.061043566,4,5,2,3,1,898,0.150407682,885,0.114934426,906,0.317086766,862,0.398509865,899,0.789107218,0.14010914,5.2507E-4,0.014880108,0.035579825
,,,,,,,,,,,,,,,,,,,,,,,29.648723113,357.307334,0.021241551,0,0,0,0,1,1024,0.150407682,1024,0.114934426,1024,0.317086766,1024,0.398509865,1014,0.014430191,0.0,5.2507E-4,0.014880108,0.035579825
,,,,,,,,,,,,,,,,,,,,,,,29.804309821,361.90891408333334,0.121524818,2,3,0,0,1,960,3.5506E-4,954,3.57005E-4,1024,0.317086766,1024,0.398509865,1013,0.013554385,0.05428498,4.93398E-4,0.0,0.035579825
30.225242701,378.90064816666666,4.88547405,4,3,5,1,2,983,0.337144448,965,4.615205166,1012,0.065573074,979,4.48067235,924,3.674281252,0.014049546,0.075043222,4.306952056,0.084316946,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,31.016591637,90.82186216666668,1.129948283,5,2,3,4,1,926,0.116543658,855,0.468057064,897,0.418661408,891,0.401225782,905,0.403446596,0.021049866,0.049564044,3.02106E-4,0.301340822
,,,,,,,,,,,,,,,,,,,,,,,31.060828049,4.763803666666666,0.027204116,0,0,0,1,0,1024,0.116543658,1024,0.468057064,1024,0.418661408,965,0.01494226,1024,0.403446596,0.0,0.049564044,3.02106E-4,0.301340822
,,,,,,,,,,,,,,,,,,,,,,,31.286289869,23.790136416666666,0.024365229,0,0,0,0,1,1024,0.116543658,1024,0.468057064,1024,0.418661408,1024,0.01494226,1017,0.017188207,0.0,0.049564044,3.02106E-4,0.301340822
31.740648023,48.143375750000004,0.764212435,5,3,4,2,1,987,0.270577395,943,0.496738021,1007,0.200201758,977,0.384926153,984,0.056808702,0.05637641,0.061247238,0.190996507,0.067402932,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,32.33956998,64.24107566666666,0.785417668,4,3,0,2,1,959,5.85666E-4,882,0.349725013,1024,0.418661408,893,0.24788313,894,0.187259036,0.287817056,0.049013719,0.349009525,0.0
32.932398032,37.8591835,0.60734626,5,2,4,3,1,981,0.115626545,960,0.453671643,1004,0.134526586,987,0.316547754,946,0.037363222,0.03623983,7.84522E-4,0.251537522,0.049041395,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,33.511838428,57.261462,0.732480016,2,3,4,5,1,903,6.54424E-4,899,1.24857E-4,925,0.017136568,884,2.87448E-4,890,0.254525715,0.06932135,7.37085E-4,1.94199E-4,0.017313764
34.148713232,34.269017833333336,0.682193793,4,3,5,2,1,980,0.135176059,945,0.319919423,1009,0.066940015,979,0.353503947,907,0.059754535,0.077711235,0.149461858,0.20313127,6.79375E-4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,34.743329047,69.86029616666667,0.865602278,1,3,2,4,5,819,0.520262211,818,0.366431633,834,0.382412437,780,0.466326544,898,0.183963134,0.054926748,0.015870909,2.76894E-4,0.032799221
,,,,,,,,,,,,,,,,,,,,,,,34.982780457,11.470388916666666,0.129087436,2,3,1,0,0,942,0.058235587,953,1.44469E-4,958,0.030109043,1024,0.466326544,1024,0.183963134,0.029750734,0.065691375,0.0,0.032799221
,,,,,,,,,,,,,,,,,,,,,,,35.041864483,24.997199083333335,0.025852565,1,0,0,0,0,1009,0.015075489,1024,1.44469E-4,1024,0.030109043,1024,0.466326544,1024,0.183963134,0.0,0.065691375,0.0,0.032799221
35.34805103,38.26819891666667,0.632003334,4,3,5,2,1,987,0.088745526,936,0.40441242,1012,1.43873E-4,965,0.356063141,948,0.056357514,0.037015127,0.016976234,0.371162394,0.01588388,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,35.934992485,56.04678316666667,0.75972745,3,4,0,2,1,946,0.015367973,896,0.564151221,1024,0.030109043,889,0.385064187,897,0.188731828,0.021704241,0.033684663,5.68612E-4,0.0
,,,,,,,,,,,,,,,,,,,,,,,36.078417202,12.876129500000001,0.076078936,0,0,0,1,0,1024,0.015367973,1024,0.564151221,1024,0.030109043,940,0.060114891,1024,0.188731828,0.0,0.033684663,5.68612E-4,0.0
36.502241738,42.856491166666665,0.654414366,5,3,4,2,1,986,0.173362957,937,0.427968632,1008,0.070136281,976,0.377895794,929,0.014172841,0.071483871,0.014315588,0.293311195,0.017517756,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,37.088252627,55.34525000000001,0.72613186,4,3,5,1,2,969,1.9972E-4,901,0.167489217,957,1.39255E-4,906,0.51344452,898,0.159216389,0.016592034,0.312280502,0.167184534,4.0138E-4
,,,,,,,,,,,,,,,,,,,,,,,37.126563746,6.621839333333333,0.020854878,0,1,0,0,0,1024,1.9972E-4,991,0.012934662,1024,1.39255E-4,1024,0.51344452,1024,0.159216389,0.0,0.312280502,0.167184534,4.0138E-4
,,,,,,,,,,,,,,,,,,,,,,,37.165384151,9.894877,0.020399297,0,0,0,1,0,1024,1.9972E-4,1024,0.012934662,1024,1.39255E-4,956,0.013875315,1024,0.159216389,0.0,0.312280502,0.167184534,4.0138E-4
37.668625272,39.64142591666666,0.642378535,4,2,0,1,3,996,0.10054734,923,0.500726195,1024,0.070136281,964,0.425403694,935,0.165895019,0.043343428,6.98717E-4,0.380414324,0.0,,,,,,,,,,,,,,,,,,,,,,,,
