TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4
9.990969876,136.028921,0.847237926,0,0,3,1,2,2000,0.0,2000,0.0,921,1.042E-6,965,2.81E-7,963,1.68E-7,0.376662166,9.971008768,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,10.806535274,233.62456325,1.118685402,5,3,4,2,1,991,10.654658306,790,10.535983224,976,0.534161527,664,0.434171256,582,0.450630272,1.0842497,10.788624475,-0.016530518,10.706297539
11.5422698,166.361017,0.919924722,0,0,3,2,1,2000,0.0,2000,0.0,906,1.02E-6,966,2.4E-7,971,2.34E-7,0.798143454,1.985434489,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,12.191155178,196.10401725,0.90336133,5,3,4,2,1,966,12.052481898,812,11.939537712,954,0.546657304,691,0.334516525,554,0.452627437,0.799273294,1.381262768,0.018659865,1.31496553
12.789784708,133.56528025000003,0.717579027,0,0,3,2,1,2000,0.0,2000,0.0,898,1.95E-6,971,2.65E-7,958,1.264E-6,0.58140653,1.352300963,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,13.326248672,157.7853605,0.719778643,5,3,4,2,1,974,13.221647924,820,13.08862167,964,0.466773261,713,0.268170927,508,0.351198252,0.633096746,1.218178022,8.38E-7,1.067541966
,,,,,,,,,,,,,,,,,,,,,,,13.390544142,33.48639199999999,0.018989576,0,0,0,0,1,2000,13.221647924,2000,13.08862167,2000,0.466773261,2000,0.268170927,998,1.933E-6,0.633096746,1.218178022,8.38E-7,1.067541966
13.875503141,128.92449375,0.637895468,0,0,3,2,1,2000,0.0,2000,0.0,898,1.266E-6,974,3.49E-7,946,1.174E-6,0.515694314,1.199761599,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,14.342523545,137.79971025,0.589213774,5,3,4,2,1,973,14.253678944,825,14.154397684,964,0.38303995,701,0.319612915,462,0.35028643,0.517372999,1.065900702,2.46E-7,1.000221893
14.789573796,100.1971945,0.485066695,0,4,3,2,1,2000,0.0,1015,8.98E-7,900,1.191E-6,986,3.12E-7,936,8.42E-7,0.400784833,1.016763893,0.916691073,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,15.195582489,121.45912649999998,0.490284981,5,3,4,1,2,957,15.023921272,859,0.201548608,948,0.201547526,719,0.183129924,465,0.317618844,0.250552168,0.901477003,4.4E-7,0.866690864
,,,,,,,,,,,,,,,,,,,,,,,15.275835661,8.23595625,0.051759674,0,0,0,0,1,2000,15.023921272,2000,0.201548608,2000,0.201547526,2000,0.183129924,1008,1.46E-6,0.250552168,0.901477003,4.4E-7,0.866690864
15.576899471,78.53420025,0.38576965,0,4,2,3,1,2000,0.0,1015,1.288E-6,890,1.111E-6,965,2.38E-7,936,1.513E-6,0.365144031,-0.148692858,0.73519563,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,15.959040715,108.8899155,0.45376484,5,3,4,2,1,968,15.840793833,827,0.249294449,938,0.232716202,654,0.299785479,471,0.31583916,0.399039282,0.969070893,1.278E-6,0.73214732
16.376774148,91.31823849999999,0.435947035,0,4,3,2,1,2000,0.0,1014,2.429E-6,888,2.326E-6,962,2.47E-7,942,2.15E-7,0.247545348,0.801402168,0.866390005,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,16.744792253,108.65823850000001,0.438691119,5,3,4,1,2,961,16.587854946,811,0.266969168,938,0.215367849,641,0.282516499,496,0.268618604,0.199975486,0.816939278,-0.048448975,0.732002955
17.193605998,83.6868895,0.452871261,0,4,2,3,1,2000,0.0,1014,2.226E-6,887,2.063E-6,962,4.0E-7,940,4.65E-7,0.433009826,-0.199155409,0.717396326,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,17.509442342,83.6868895,0.43395968,5,3,4,2,1,960,17.374507294,806,0.229983517,939,0.166144095,635,0.296568844,474,0.299351894,0.364721195,0.985347701,1.989E-6,0.799190045
17.940368216,96.47282074999998,0.418729337,0,0,2,3,1,2000,0.0,2000,2.226E-6,888,3.644E-6,970,4.21E-7,938,2.35E-7,0.400006053,-0.147994932,0.717396326,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,18.357782584,108.42698574999999,0.450248598,5,3,4,1,2,974,18.224041936,785,1.063532825,948,0.201589879,594,0.317347102,464,0.316077935,0.183467217,0.901931115,-0.034278063,0.797953849
18.776877922,82.49502324999999,0.435640113,0,0,2,3,1,2000,0.0,2000,2.226E-6,888,1.947E-6,984,3.35E-7,929,5.61E-7,0.413408848,-0.164258659,0.717396326,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,19.143424925,117.247673,0.472196271,5,3,4,2,1,962,18.990508673,796,1.816734077,936,0.150269322,603,0.284126231,498,0.213268509,0.336507607,1.033075991,-0.018933575,0.797282819
19.541159285,87.60793325000002,0.400950373,0,4,2,3,1,2000,0.0,1013,2.155E-6,895,6.138E-6,932,3.8E-7,929,2.268E-6,0.38118666,-0.081368476,0.900244546,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,19.89450215,87.60793325000002,0.403859096,5,3,4,2,1,966,19.757801695,782,0.249802034,937,0.183818689,598,0.234568132,498,0.299270133,0.316432008,0.866646338,1.005E-6,0.735529353
20.294324105,108.69288050000002,0.368911998,0,4,3,2,1,2000,0.0,1010,1.906E-6,886,4.409E-6,961,2.54E-7,935,2.5E-7,0.248850361,0.754194076,0.835560275,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20.663180513,92.255641,0.368736593,5,3,4,1,2,955,20.524789415,787,0.218711496,931,0.218709835,607,0.268783292,508,0.28236438,0.148611449,0.836986108,8.44E-7,0.735903962
21.061945937,87.94346600000002,0.369419811,0,4,2,3,1,2000,0.0,1015,1.652E-6,883,5.304E-6,953,2.15E-7,943,6.08E-7,0.351766829,-0.135732744,0.749401852,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21.411024284,87.94346600000002,0.366723341,5,3,4,1,2,960,21.308721353,793,0.200204436,935,0.180904443,607,0.266567481,515,0.285775372,0.130828104,0.948182529,9.67E-7,0.717268174
21.779067951,103.63801425,0.320216547,0,0,2,3,1,2000,0.0,2000,1.652E-6,877,2.548E-6,965,4.29E-7,949,2.2E-7,0.30047852,-0.09912389,0.749401852,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,22.112455649,83.44116299999999,0.319837067,5,3,4,1,2,974,22.06063835,774,0.952442055,929,0.218104345,565,0.298710231,503,0.268741562,0.166300739,0.917169967,1.166E-6,0.686718923
