Speed, AvePeak
17.888911578966198,8.314750526262442
17.348469459119602,9.846003199161123
16.6228659237921,11.901879882589045
15.339077887064017,15.539279319985289
14.783358969272083,17.1138162537291
14.411016112884326,18.16878768016107
14.224282233245757,18.69786700580369
12.906539500461594,22.431471415358818
12.336047478812995,24.047865476696515
11.569952642795942,26.21846751207816
11.377449773725198,26.763892307778608
10.99126061630663,27.858094920464552
10.603485466455133,28.956791178377124
10.409000088112347,29.507833083681685
10.214114534093957,30.060008820067118
9.823137948403462,31.16777581285686
9.627044428645373,31.72337411883811
8.640474334426804,34.51865605245739
8.44193094474917,35.08119565654402
7.843818983345306,36.77584621385497
16.986387536232964,10.87190198067327
15.707706619745178,14.494831244055328
15.154209469522009,16.063073169687637
13.849683895484421,19.759228962794136
13.28494277797885,21.35932879572659
13.095932832876512,21.894856973516546
12.906539500461594,22.431471415358818
12.336047478812995,24.047865476696515
11.762062648868588,25.674155828205667
11.184552835321655,27.31043363325531
16.440562548000866,12.418406113997552
15.89146914666558,13.974170751114192
15.523576567770938,15.016533057982343
15.339077887064017,15.539279319985289
14.96897020259677,16.58791775930915
14.224282233245757,18.69786700580369
14.037171874011136,19.22801302363511
13.849683895484421,19.759228962794136
13.28494277797885,21.35932879572659
12.716761613056999,22.969175429671832
12.336047478812995,24.047865476696515
11.953780993359024,25.130953852149435
16.257896018074586,12.935961282122012
16.07486524780947,13.454548464539842
15.523576567770938,15.016533057982343
14.224282233245757,18.69786700580369
12.145108872789399,24.588858193763375
10.99126061630663,27.858094920464552
10.018827568017858,30.613321890616067
9.823137948403462,31.16777581285686
17.167607923802592,10.358444215892662
16.6228659237921,11.901879882589045
16.440562548000866,12.418406113997552
16.257896018074586,12.935961282122012
16.07486524780947,13.454548464539842
15.707706619745178,14.494831244055328
14.96897020259677,16.58791775930915
13.28494277797885,21.35932879572659
11.953780993359024,25.130953852149435
10.99126061630663,27.858094920464552
10.797571900432086,28.406879615442424
10.214114534093957,30.060008820067118
17.348469459119602,9.846003199161123
16.986387536232964,10.87190198067327
16.804807227337477,11.38637952254381
16.440562548000866,12.418406113997552
16.07486524780947,13.454548464539842
15.89146914666558,13.974170751114192
15.707706619745178,14.494831244055328
14.224282233245757,18.69786700580369
11.953780993359024,25.130953852149435
11.377449773725198,26.763892307778608
10.99126061630663,27.858094920464552
16.986387536232964,10.87190198067327
16.440562548000866,12.418406113997552
14.96897020259677,16.58791775930915
14.224282233245757,18.69786700580369
13.661817153364723,20.29151806546662
13.28494277797885,21.35932879572659
12.716761613056999,22.969175429671832
11.377449773725198,26.763892307778608
10.797571900432086,28.406879615442424
10.409000088112347,29.507833083681685
17.167607923802592,10.358444215892662
15.89146914666558,13.974170751114192
15.154209469522009,16.063073169687637
14.96897020259677,16.58791775930915
12.336047478812995,24.047865476696515
10.797571900432086,28.406879615442424
10.018827568017858,30.613321890616067
9.036327925026304,33.397070879092134
8.838606235213911,33.957282333560585
16.986387536232964,10.87190198067327
15.707706619745178,14.494831244055328
15.339077887064017,15.539279319985289
14.411016112884326,18.16878768016107
13.095932832876512,21.894856973516546
12.906539500461594,22.431471415358818
12.716761613056999,22.969175429671832
11.762062648868588,25.674155828205667
10.797571900432086,28.406879615442424
10.409000088112347,29.507833083681685
10.214114534093957,30.060008820067118
17.167607923802592,10.358444215892662
15.89146914666558,13.974170751114192
15.154209469522009,16.063073169687637
13.849683895484421,19.759228962794136
12.716761613056999,22.969175429671832
12.526597998238985,23.507972338322876
12.145108872789399,24.588858193763375
11.762062648868588,25.674155828205667
11.569952642795942,26.21846751207816
10.99126061630663,27.858094920464552
10.603485466455133,28.956791178377124
10.018827568017858,30.613321890616067
9.627044428645373,31.72337411883811
16.804807227337477,11.38637952254381
16.257896018074586,12.935961282122012
15.707706619745178,14.494831244055328
15.154209469522009,16.063073169687637
14.783358969272083,17.1138162537291
13.849683895484421,19.759228962794136
12.906539500461594,22.431471415358818
12.526597998238985,23.507972338322876
12.336047478812995,24.047865476696515
12.145108872789399,24.588858193763375
11.953780993359024,25.130953852149435
10.603485466455133,28.956791178377124
10.409000088112347,29.507833083681685
16.6228659237921,11.901879882589045
15.89146914666558,13.974170751114192
14.783358969272083,17.1138162537291
14.224282233245757,18.69786700580369
13.849683895484421,19.759228962794136
13.28494277797885,21.35932879572659
12.526597998238985,23.507972338322876
12.145108872789399,24.588858193763375
11.184552835321655,27.31043363325531
10.797571900432086,28.406879615442424
10.603485466455133,28.956791178377124
10.214114534093957,30.060008820067118
10.018827568017858,30.613321890616067
9.823137948403462,31.16777581285686
16.440562548000866,12.418406113997552
16.07486524780947,13.454548464539842
15.154209469522009,16.063073169687637
14.411016112884326,18.16878768016107
14.224282233245757,18.69786700580369
13.473570498723046,20.824883586951376
12.716761613056999,22.969175429671832
11.762062648868588,25.674155828205667
11.184552835321655,27.31043363325531
10.797571900432086,28.406879615442424
17.167607923802592,10.358444215892662
16.440562548000866,12.418406113997552
15.707706619745178,14.494831244055328
15.154209469522009,16.063073169687637
14.783358969272083,17.1138162537291
14.411016112884326,18.16878768016107
14.224282233245757,18.69786700580369
13.661817153364723,20.29151806546662
13.095932832876512,21.894856973516546
11.377449773725198,26.763892307778608
10.603485466455133,28.956791178377124
10.214114534093957,30.060008820067118
9.627044428645373,31.72337411883811
17.348469459119602,9.846003199161123
16.440562548000866,12.418406113997552
15.707706619745178,14.494831244055328
15.154209469522009,16.063073169687637
14.783358969272083,17.1138162537291
13.849683895484421,19.759228962794136
13.28494277797885,21.35932879572659
12.336047478812995,24.047865476696515
10.603485466455133,28.956791178377124
9.823137948403462,31.16777581285686
9.430545756986964,32.2801203552036
17.167607923802592,10.358444215892662
16.804807227337477,11.38637952254381
16.440562548000866,12.418406113997552
16.07486524780947,13.454548464539842
15.707706619745178,14.494831244055328
15.523576567770938,15.016533057982343
14.783358969272083,17.1138162537291
14.411016112884326,18.16878768016107
13.095932832876512,21.894856973516546
12.716761613056999,22.969175429671832
10.603485466455133,28.956791178377124
10.214114534093957,30.060008820067118
10.018827568017858,30.613321890616067
14.783358969272083,17.1138162537291
14.411016112884326,18.16878768016107
13.849683895484421,19.759228962794136
13.28494277797885,21.35932879572659
13.095932832876512,21.894856973516546
12.716761613056999,22.969175429671832
12.336047478812995,24.047865476696515
11.953780993359024,25.130953852149435
11.377449773725198,26.763892307778608
10.409000088112347,29.507833083681685
10.214114534093957,30.060008820067118
16.440562548000866,12.418406113997552
15.89146914666558,13.974170751114192
14.96897020259677,16.58791775930915
14.037171874011136,19.22801302363511
13.473570498723046,20.824883586951376
13.095932832876512,21.894856973516546
12.716761613056999,22.969175429671832
12.145108872789399,24.588858193763375
11.184552835321655,27.31043363325531
10.99126061630663,27.858094920464552
10.018827568017858,30.613321890616067
16.440562548000866,12.418406113997552
16.07486524780947,13.454548464539842
14.411016112884326,18.16878768016107
14.037171874011136,19.22801302363511
13.661817153364723,20.29151806546662
13.28494277797885,21.35932879572659
12.526597998238985,23.507972338322876
11.184552835321655,27.31043363325531
10.603485466455133,28.956791178377124
9.823137948403462,31.16777581285686
9.233640676493689,32.83801808326788
17.167607923802592,10.358444215892662
15.707706619745178,14.494831244055328
15.154209469522009,16.063073169687637
14.597374648041214,17.640771830549895
14.411016112884326,18.16878768016107
13.849683895484421,19.759228962794136
13.661817153364723,20.29151806546662
13.473570498723046,20.824883586951376
13.28494277797885,21.35932879572659
12.526597998238985,23.507972338322876
11.184552835321655,27.31043363325531
10.603485466455133,28.956791178377124
10.018827568017858,30.613321890616067
16.6228659237921,11.901879882589045
16.257896018074586,12.935961282122012
14.96897020259677,16.58791775930915
14.597374648041214,17.640771830549895
13.28494277797885,21.35932879572659
12.906539500461594,22.431471415358818
11.762062648868588,25.674155828205667
11.569952642795942,26.21846751207816
11.377449773725198,26.763892307778608
16.440562548000866,12.418406113997552
16.07486524780947,13.454548464539842
15.154209469522009,16.063073169687637
14.411016112884326,18.16878768016107
14.224282233245757,18.69786700580369
14.037171874011136,19.22801302363511
13.473570498723046,20.824883586951376
12.716761613056999,22.969175429671832
12.336047478812995,24.047865476696515
11.953780993359024,25.130953852149435
10.409000088112347,29.507833083681685
16.986387536232964,10.87190198067327
