TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4
90.600547135,7542.704358083333,0.088094258,0,0,0,0,1,2000,0.265663024,2000,0.183001933,2000,0.01745081,2000,0.141304341,909,0.07073839,-1.425864484,0.08950837,0.067562017,0.034024485,,,,,,,,,,,,,,,,,,,,,,,,
91.343225877,7555.560873583333,0.676494861,4,5,2,1,3,973,0.349022162,940,0.032464073,979,0.234775224,982,0.225646151,1009,4.34538E-4,0.05746999,0.15269061,0.014494942,0.134284106,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,92.083615421,4.543373833333333,0.137079756,2,3,4,1,0,990,3.05875E-4,966,4.46391E-4,967,1.27076E-4,860,0.019758714,2000,3.037803689,0.018540605,4.64108E-4,5.37568E-4,-20.104943409
92.647897877,4.543373833333333,0.755884404,4,5,3,2,1,965,0.317623259,935,0.032648678,984,0.21612422,979,0.216928271,897,0.091259956,0.107446829,0.050539601,0.182182686,0.1000873,,,,,,,,,,,,,,,,,,,,,,,,
93.182946832,1.1495455,0.049906308,0,0,0,0,1,2000,0.317623259,2000,0.032648678,2000,0.21612422,2000,0.216928271,1005,0.03194693,-1.133577507,0.050539601,0.182182686,0.1000873,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,93.27256108,4.459865583333333,0.125727882,1,2,3,4,0,983,0.011440466,944,1.47671E-4,974,1.84827E-4,951,1.6019E-4,2000,3.037803689,0.011530773,2.20653E-4,2.87642E-4,-21.297738592
94.060815332,60.17974374999999,0.86046465,4,5,3,1,2,969,0.314462913,1010,2.41952E-4,988,0.583147054,965,0.40240659,939,3.00968E-4,0.013825863,0.071996131,0.268380776,0.469484238,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,101.755757588,635.4693766666667,7.833248962,0,1,2,3,4,2000,0.011440466,973,7.81509835,987,0.591508301,905,0.157242488,954,0.274986886,0.013215542,1.92213E-4,1.60767E-4,-22.074943358
102.426828348,25.62633325,0.87868728,0,0,1,2,3,2000,0.314462913,2000,2.41952E-4,1001,0.072856682,967,0.141942025,1015,4.28555E-4,0.015895778,0.795449104,-8.804931557,0.469484238,,,,,,,,,,,,,,,,,,,,,,,,
103.126951363,97.48970266666667,0.101418688,0,0,0,0,1,2000,0.314462913,2000,2.41952E-4,2000,0.072856682,2000,0.141942025,919,0.086651854,-1.461496653,0.795449104,-8.804931557,0.469484238,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,103.196814395,97.48970266666667,1.341157502,2,3,4,5,1,993,4.83547E-4,991,3.03824E-4,968,1.549E-4,995,0.034084649,889,0.704782089,1.271387626,6.11247E-4,4.18838E-4,2.60061E-4
103.934093261,8606.633251333333,0.654490131,4,5,2,1,3,981,0.33544011,916,0.082458354,985,0.184027857,974,0.20414219,1007,0.03051302,0.069943543,0.067538932,0.080614338,0.168508654,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,105.325329995,11.808610333333334,0.052626956,0,0,0,0,1,2000,4.83547E-4,2000,3.03824E-4,2000,1.549E-4,2000,0.034084649,1015,0.037724359,-2.145657912,6.11247E-4,4.18838E-4,2.60061E-4
,,,,,,,,,,,,,,,,,,,,,,,105.613641749,17.56208691666667,0.271897764,0,0,0,0,1,2000,4.83547E-4,2000,3.03824E-4,2000,1.549E-4,2000,0.034084649,1012,0.069316994,-2.214699631,6.11247E-4,4.18838E-4,2.60061E-4
106.031672687,42.92032449999999,0.900674092,0,1,2,3,4,2000,0.33544011,955,0.83346218,999,0.108336849,964,0.496891516,1014,0.017962449,0.017181728,2.79828E-4,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
114.337487457,57.24360291666666,8.004520857,0,0,2,0,1,2000,0.33544011,2000,0.83346218,1008,5.716883062,2000,0.496891516,964,7.570174165,0.685730588,-1.870236161,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
115.42488575,738.1901564166667,0.920560922,0,0,2,1,0,2000,0.33544011,2000,0.83346218,1010,0.583406634,1007,0.452569513,2000,7.570174165,0.220229511,-9.576093726,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
115.63045324,817.6457985833332,0.172661099,0,0,2,1,0,2000,0.33544011,2000,0.83346218,1010,0.099392115,1009,0.104696499,2000,7.570174165,0.055164477,-10.364496398,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
115.715110533,834.711542,0.052529594,0,0,2,1,0,2000,0.33544011,2000,0.83346218,1010,0.018198652,1012,0.0127768,2000,7.570174165,0.018983558,-10.5331044,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
115.818100588,840.4720962499999,0.086393182,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.018261682,1010,0.016242639,2000,7.570174165,0.036389381,-10.619636874,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
116.121153901,857.3782179166666,0.186572946,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.15243894,1009,0.132549653,2000,7.570174165,0.035757327,-10.82187828,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
116.357352428,883.8317064999999,0.105329901,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1009,0.014313401,1010,0.072805967,2000,7.570174165,0.014380648,-11.117943464,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
116.612981601,893.9053665833334,0.24007442,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.188431648,1008,0.139423548,2000,7.570174165,0.015043204,-11.239489941,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
116.868572262,915.1946754166667,0.240193345,0,0,2,1,0,2000,0.33544011,2000,0.83346218,1009,0.116665992,1010,0.222924877,2000,7.570174165,0.08980517,-11.569723613,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
117.018897779,946.24366325,0.017930577,0,0,1,0,0,2000,0.33544011,2000,0.83346218,1011,0.012463703,2000,0.222924877,2000,7.570174165,-0.282782684,-11.569723613,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
117.14023467,950.6055599166667,0.086923604,0,0,1,0,0,2000,0.33544011,2000,0.83346218,1010,0.067032933,2000,0.222924877,2000,7.570174165,-0.335125444,-11.569723613,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
117.424527032,961.8174463333334,0.23667486,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1009,0.219818913,1009,0.08317665,2000,7.570174165,0.03766023,-12.077051924,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
117.549218619,987.2341224166667,0.056366709,0,0,1,0,0,2000,0.33544011,2000,0.83346218,1010,0.040316009,2000,0.08317665,2000,7.570174165,-0.267339883,-12.077051924,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
117.752055821,994.6502523333334,0.170209733,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.152500477,1009,2.12498E-4,2000,7.570174165,0.08734878,-12.520734146,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
118.022235353,1011.58078325,0.237223404,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1009,0.085851319,1010,0.118044697,2000,7.570174165,0.053977785,-12.690529522,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
118.17656008,1032.7461140833336,0.137562626,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1008,0.018985372,1010,0.105022388,2000,7.570174165,0.013376464,-12.903912171,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
118.377533896,1051.0114222500001,0.119354517,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.069206694,1010,0.015367834,2000,7.570174165,0.086347772,-13.196067177,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
118.482143737,1067.8718339166667,0.021638786,0,0,0,1,0,2000,0.33544011,2000,0.83346218,2000,0.069206694,1011,0.014848308,2000,7.570174165,-0.115977168,-13.196067177,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
118.651301109,1082.0873901666666,0.020205779,0,0,1,0,0,2000,0.33544011,2000,0.83346218,1011,0.013602623,2000,0.014848308,2000,7.570174165,-0.286563843,-13.196067177,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
119.885302732,1086.5150859166665,1.201077959,0,0,2,1,0,2000,0.33544011,2000,0.83346218,1007,0.215262247,1007,0.235698019,2000,7.570174165,0.13645668,-13.672220049,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
120.135866288,1189.3238296666666,0.217937251,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1009,0.067913396,1008,0.139285462,2000,7.570174165,0.01131147,-14.780779764,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
120.574541194,1210.3808503333335,0.403928367,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1009,0.287185646,1009,0.339354438,2000,7.570174165,0.013998691,-15.036151233,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
120.97789575,1248.26679825,0.352652077,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1009,0.336232605,1010,0.324635261,2000,7.570174165,0.011720862,-15.488504779,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
121.048267619,1281.823462666667,0.020342749,0,0,1,0,0,2000,0.33544011,2000,0.83346218,1011,0.014591773,2000,0.324635261,2000,7.570174165,-0.390959111,-15.488504779,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
121.5522043,1284.8592759166665,0.487849652,0,0,2,1,0,2000,0.33544011,2000,0.83346218,1007,0.318234721,1008,0.420662404,2000,7.570174165,0.019925244,-15.935818893,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
121.775306422,1332.4927625833334,0.139351056,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.120957223,1010,0.105896545,2000,7.570174165,0.015182174,-16.502677663,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
121.960995727,1345.3151145833333,0.171169189,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.156007505,1009,0.039779422,2000,7.570174165,0.015055166,-16.656418879,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
122.095617844,1363.6955799166665,0.085228127,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1010,0.017972941,1009,0.0563381,2000,7.570174165,0.012279886,-16.874209183,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
122.168794687,1373.6419024166667,0.039048444,0,0,0,1,0,2000,0.33544011,2000,0.83346218,2000,0.017972941,1009,0.02049154,2000,7.570174165,-0.107075984,-16.874209183,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
122.341011078,1378.2085514166663,0.156466052,0,0,1,2,0,2000,0.33544011,2000,0.83346218,1007,0.021341805,1008,0.073987438,2000,7.570174165,0.015464594,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
123.028845899,1416.2474631666669,0.387832643,0,0,0,0,1,2000,0.33544011,2000,0.83346218,2000,0.021341805,2000,0.073987438,889,0.286203044,-0.441002347,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
123.181205953,1458.09967575,0.037967175,0,0,0,1,0,2000,0.33544011,2000,0.83346218,2000,0.021341805,1010,0.021391957,2000,0.286203044,-0.943228898,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
123.80042507,1463.9657816666668,0.586793314,0,0,0,1,0,2000,0.33544011,2000,0.83346218,2000,0.021341805,1008,0.436255368,2000,0.286203044,-1.013622169,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
123.905060463,1515.579392,0.072065451,0,0,0,1,0,2000,0.33544011,2000,0.83346218,2000,0.021341805,1009,0.040258947,2000,0.286203044,-1.632985493,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
124.027985246,1528.6237124166666,0.038457161,0,0,0,0,1,2000,0.33544011,2000,0.83346218,2000,0.021341805,2000,0.040258947,985,0.021653896,-1.789517338,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
124.329822912,1551.296516083333,0.068222357,0,0,0,0,1,2000,0.33544011,2000,0.83346218,2000,0.021341805,2000,0.040258947,932,0.051541451,-2.061590982,-17.051549549,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,124.886550093,1594.58456125,19.240506546,2,3,4,5,1,771,0.051042115,972,0.033587459,771,2.291100978,992,0.049146762,993,16.912161264,16.860658814,0.067991962,3.80248E-4,2.83087E-4
125.388638497,16.95865825,0.607581128,0,0,0,2,1,2000,0.33544011,2000,0.83346218,2000,0.021341805,1009,0.087465731,912,0.238839298,0.151236498,-19.783833571,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
125.457749092,34.94793975,0.053812402,0,0,0,0,1,2000,0.33544011,2000,0.83346218,2000,0.021341805,2000,0.087465731,1015,0.037325223,-0.471642678,-19.783833571,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
126.594990795,40.924428500000005,1.119335207,0,0,0,0,1,2000,0.33544011,2000,0.83346218,2000,0.021341805,2000,0.087465731,1011,1.001245367,-0.543360543,-19.783833571,0.733148442,-2.215403388,,,,,,,,,,,,,,,,,,,,,,,,
128.532436917,138.2257043333333,1.889167518,0,1,2,3,4,2000,0.33544011,979,0.072035296,1002,0.116387769,969,0.198223176,914,0.017176998,0.039433211,4.25553E-4,1.098386875,-24.115310009,,,,,,,,,,,,,,,,,,,,,,,,
128.619364551,299.8198845,0.036964266,0,0,0,0,1,2000,0.33544011,2000,0.072035296,2000,0.116387769,2000,0.198223176,1015,0.01980008,-1.899696951,4.25553E-4,1.098386875,-24.115310009,,,,,,,,,,,,,,,,,,,,,,,,
128.943094878,326.5218155833333,0.040272157,0,0,0,0,1,2000,0.33544011,2000,0.072035296,2000,0.116387769,2000,0.198223176,983,0.020366662,-2.220120124,4.25553E-4,1.098386875,-24.115310009,,,,,,,,,,,,,,,,,,,,,,,,
129.77964362,340.88494983333334,0.704461659,3,5,1,2,4,1006,0.084332565,974,4.06955E-4,996,0.436849544,971,0.508119828,1011,0.015360962,0.012917451,0.474840463,0.050834095,0.114545962,,,,,,,,,,,,,,,,,,,,,,,,
129.852525848,402.2865770833334,0.040526155,0,1,0,0,0,2000,0.084332565,1023,0.015703727,2000,0.436849544,2000,0.508119828,2000,0.015360962,-0.723902076,0.474840463,0.050834095,0.114545962,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,130.941291084,465.38440900000006,5.956729527,0,0,0,0,1,2000,0.051042115,2000,0.033587459,2000,2.291100978,2000,0.049146762,894,1.312132672,-2.47785982,0.067991962,3.80248E-4,2.83087E-4
131.457295618,465.38440900000006,0.888120869,4,1,2,3,5,985,0.285665054,1000,0.037602074,985,0.416149264,967,0.165191106,1010,0.049182773,0.054281077,3.298E-4,0.181016328,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
134.178597369,11154.785822583332,0.321164983,0,1,2,3,0,2000,0.285665054,945,0.218991647,1003,0.20656009,1010,0.214575373,2000,0.049182773,0.012564733,0.025923835,-3.091117925,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
141.308934019,131.08689558333333,0.040699469,0,0,1,0,0,2000,0.285665054,2000,0.218991647,1010,0.020952605,2000,0.214575373,2000,0.049182773,-7.398239162,0.025923835,-3.091117925,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
143.413081201,219.10397741666665,1.088641286,0,0,1,2,3,2000,0.285665054,2000,0.218991647,1005,0.938193441,987,0.524289876,1000,0.024265085,0.013365441,3.57084E-4,-11.533360759,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
149.319667888,313.967985,5.856858283,0,0,1,3,2,2000,0.285665054,2000,0.218991647,1006,2.004906656,1000,3.04992042,904,0.466201466,0.072551199,1.116299997,-13.846857521,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
150.670730378,831.0718235,1.002676447,0,0,3,2,1,2000,0.285665054,2000,0.218991647,1008,0.548717362,965,0.799901213,980,0.03677865,0.086067565,0.301204713,-19.250524665,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,151.694558775,925.9189789166667,11.999365298,4,1,3,2,5,907,1.36008E-4,925,1.613889403,990,0.132476549,842,1.474305245,894,0.083444532,0.015282687,0.006294137,11.209431445,0.017381439
152.251084747,108.82192941666668,1.444865111,0,0,0,0,1,2000,0.285665054,2000,0.218991647,2000,0.548717362,2000,0.799901213,928,0.4378846,-1.0520983,0.301204713,-19.250524665,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,152.520494127,22.633218999999997,0.408409204,0,0,2,0,1,2000,1.36008E-4,2000,1.613889403,937,0.148557292,2000,1.474305245,1015,0.020812915,0.038360902,-12.433674978,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,152.941339245,28.079917833333333,0.220697703,0,0,1,0,0,2000,1.36008E-4,2000,1.613889403,947,0.085751734,2000,1.474305245,2000,0.020812915,-0.57019674,-12.433674978,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,153.545570878,64.47037758333333,0.38824313,2,0,0,0,1,938,0.067371062,2000,1.613889403,2000,0.085751734,2000,1.474305245,1013,0.087609624,0.103563135,-13.54412037,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,153.868372577,99.66756116666666,0.288678997,2,0,0,0,1,932,0.099385332,2000,1.613889403,2000,0.085751734,2000,1.474305245,1012,0.038924395,0.071090465,-13.934013903,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,154.372175748,141.64612549999998,0.2887373,0,2,0,1,0,2000,0.099385332,986,0.151536965,2000,0.085751734,980,0.121254585,2000,0.038924395,0.019363232,-14.386029442,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,154.67783066,178.13161441666668,0.156569533,0,2,1,0,0,2000,0.099385332,1001,0.066349053,1003,0.123586268,2000,0.121254585,2000,0.038924395,0.057139797,-14.861631874,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,154.931705181,200.94602575000005,0.13666926,0,0,1,0,0,2000,0.099385332,2000,0.066349053,1001,0.052458836,2000,0.121254585,2000,0.038924395,-0.216633139,-14.861631874,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,155.132604126,219.16332358333338,0.118961915,0,0,1,0,0,2000,0.099385332,2000,0.066349053,994,0.070708565,2000,0.121254585,2000,0.038924395,-0.435240713,-14.861631874,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,155.40552371,242.93556691666666,0.106579349,0,0,0,1,0,2000,0.099385332,2000,0.066349053,2000,0.070708565,1000,0.019908813,2000,0.038924395,-0.720507633,-14.861631874,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,158.391569852,280.9145214166667,2.636912908,0,0,0,0,1,2000,0.099385332,2000,0.066349053,2000,0.070708565,2000,0.019908813,976,1.286522389,-1.176255087,-14.861631874,11.209431445,0.017381439
,,,,,,,,,,,,,,,,,,,,,,,159.56078934,502.04119883333334,1.15261228,0,0,0,0,1,2000,0.099385332,2000,0.066349053,2000,0.070708565,2000,0.019908813,972,0.85329849,-3.829775216,-14.861631874,11.209431445,0.017381439
161.333410199,657.8836450833334,8.94972572,0,0,0,0,1,2000,0.285665054,2000,0.218991647,2000,0.548717362,2000,0.799901213,909,8.313723455,-2.629560081,0.301204713,-19.250524665,0.501949831,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,161.769469171,104.46622191666667,1.491182893,0,3,4,2,1,2000,0.099385332,1010,0.016913968,771,0.016734807,988,1.285738765,922,0.371584353,0.13664052,1.304667174,2.9377E-4,-10.776305025
162.019375475,104.46622191666667,0.487495756,1,4,2,3,0,949,0.18676224,919,0.031758383,964,0.123743954,1000,0.099019876,2000,8.313723455,0.01256604,0.0248323,0.149548811,-30.412075757,,,,,,,,,,,,,,,,,,,,,,,,
162.440389883,3.069169666666667,0.055209441,0,0,0,0,1,2000,0.18676224,2000,0.031758383,2000,0.123743954,2000,0.099019876,1001,0.036491136,-0.840734166,0.0248323,0.149548811,-30.412075757,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,162.608913602,2.8812582499999997,0.186901351,4,1,2,3,0,993,2.29959E-4,1007,0.018715588,945,0.005990215,999,0.005893744,2000,0.371584353,0.012787158,1.9449E-4,0.005422081,-11.496832195
163.047854433,14.279004916666667,0.591268332,3,0,2,1,4,998,0.138069846,2000,0.031758383,994,0.204886807,968,0.308633847,962,0.232304468,0.053290945,0.116914862,0.10547909,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
163.118675223,39.187438666666665,0.020492271,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.204886807,2000,0.308633847,1014,0.013813666,-0.588306378,0.116914862,0.10547909,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
163.156392986,42.31650183333334,0.020661184,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.204886807,2000,0.308633847,1014,0.014552681,-0.625855136,0.116914862,0.10547909,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
163.343572376,57.944402749999995,0.020305719,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.204886807,2000,0.308633847,1016,0.013579106,-0.813389947,0.116914862,0.10547909,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
163.416782014,63.89187841666668,0.022145522,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.204886807,2000,0.308633847,1015,0.015691552,-0.884759655,0.116914862,0.10547909,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
163.506161149,69.93136291666666,0.039051943,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.204886807,2000,0.308633847,1013,0.021483187,-0.957233469,0.116914862,0.10547909,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,163.975203126,84.22480491666667,1.347268719,0,0,0,1,2,2000,2.29959E-4,2000,0.018715588,2000,0.005990215,985,1.331086279,884,0.216676284,0.238495504,-0.431437014,0.005422081,-11.496832195
164.428763359,50.351024833333334,0.790132346,0,0,3,1,2,2000,0.138069846,2000,0.031758383,1008,0.169057924,984,0.054909702,912,0.033480383,0.086903581,0.265075441,-1.258339843,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
164.865914996,16.98297983333333,0.419276032,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.169057924,2000,0.054909702,1012,0.236820406,-0.721104475,0.265075441,-1.258339843,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
165.101313118,69.91760358333333,0.019457662,0,0,0,0,1,2000,0.138069846,2000,0.031758383,2000,0.169057924,2000,0.054909702,1017,0.013629908,-1.35631996,0.265075441,-1.258339843,-31.425518844,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,165.389982263,81.31500216666667,1.147138091,0,0,0,0,1,2000,2.29959E-4,2000,0.018715588,2000,0.005990215,2000,1.331086279,887,1.064614637,-1.376414453,-0.431437014,0.005422081,-11.496832195
,,,,,,,,,,,,,,,,,,,,,,,165.542567541,18.417052416666664,0.102939065,0,0,0,0,1,2000,2.29959E-4,2000,0.018715588,2000,0.005990215,2000,1.331086279,1014,0.036407839,-2.573199108,-0.431437014,0.005422081,-11.496832195
165.742206964,18.417052416666664,0.523583983,4,1,2,3,0,984,0.3047678,899,0.339023598,990,0.190199275,964,0.167885947,2000,0.013629908,0.013752089,0.022417688,0.016137241,-33.964179007,,,,,,,,,,,,,,,,,,,,,,,,
166.76250157,8.624504083333333,0.637383303,1,0,2,3,0,943,0.354930211,2000,0.339023598,971,0.189636568,1008,0.065138228,2000,0.013629908,0.013790741,0.124616458,-0.992595058,-33.964179007,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,167.186677076,66.75224749999998,0.958049765,3,1,2,0,0,949,0.014538461,996,0.871899843,971,0.861058299,2000,1.331086279,2000,0.036407839,0.010955004,0.846290671,-4.645444013,-11.496832195
167.652123088,66.75224749999998,0.622484221,2,4,1,3,0,981,0.431961095,925,0.014581197,969,0.237993693,988,0.11530209,2000,0.013629908,0.089122786,0.033689417,0.100390708,-35.946090796,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,168.277277362,5.9771339999999995,0.191355171,0,1,2,3,0,2000,0.014538461,909,0.019601627,984,0.005483269,927,0.00538918,2000,0.036407839,0.014214356,1.83983E-4,-5.659906321,-11.496832195
168.776791661,5.9771339999999995,0.619144127,3,4,2,1,0,978,0.416512526,910,0.315302143,980,0.15034628,969,0.169524524,2000,0.013629908,0.019066746,0.084419816,2.96906E-4,-36.954679635,,,,,,,,,,,,,,,,,,,,,,,,
169.980710231,14098.114817666667,0.803329536,2,4,1,3,0,989,0.417631663,931,0.032033095,990,0.219614678,973,0.165474176,2000,0.013629908,0.070254012,6.0281E-4,0.133101356,-38.074585645,,,,,,,,,,,,,,,,,,,,,,,,
184.125735858,26.771824666666664,13.573431208,0,0,2,0,1,2000,0.417631663,2000,0.032033095,1009,6.716404815,2000,0.165474176,959,2.238626511,6.590136732,-7.894206215,0.133101356,-38.074585645,,,,,,,,,,,,,,,,,,,,,,,,
184.781671015,1170.4537133333336,0.505182216,0,0,0,0,1,2000,0.417631663,2000,0.032033095,2000,6.716404815,2000,0.165474176,950,0.088227699,-7.134045932,-7.894206215,0.133101356,-38.074585645,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,185.75149717,1249.9711888333331,15.520453753,0,1,2,3,4,2000,0.014538461,954,0.01988468,981,0.006816003,924,0.006658994,940,15.299037413,0.013176643,3.22055E-4,0.056529211,-19.357489403
185.968154025,1249.9711888333331,0.737457084,1,4,2,3,0,905,0.468089965,962,0.119789268,990,0.151009574,1004,0.147796623,2000,0.088227699,0.05233221,0.084844796,0.197465114,-54.258588262,,,,,,,,,,,,,,,,,,,,,,,,
186.00459006,15498.59620725,0.02143418,1,0,0,0,0,1010,0.015559413,2000,0.119789268,2000,0.151009574,2000,0.147796623,2000,0.088227699,-0.70012579,0.084844796,0.197465114,-54.258588262,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,186.429228121,5.8016155000000005,0.122578846,2,3,4,5,1,977,2.57424E-4,975,1.364E-4,948,1.21455E-4,999,0.016266485,1023,0.013027125,0.018301427,3.29464E-4,2.94436E-4,1.93213E-4
