TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4
186.895160329,5.8016155000000005,0.518949169,2,0,1,3,0,994,0.367641565,2000,0.119789268,980,0.101280668,992,0.083459725,2000,0.088227699,0.051291182,6.20753E-4,-0.862783884,-54.258588262,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,187.518316282,3.1837895000000005,0.173136316,1,2,3,4,0,1008,0.018839083,959,0.005989062,927,0.005478105,992,0.005296817,2000,0.013027125,0.013411657,6.63025E-4,2.87197E-4,-1.033829719
188.108897759,46.05561199999999,0.725513655,4,3,1,2,0,1004,0.199681511,967,0.01916822,970,0.152573792,1009,0.098875012,2000,0.088227699,0.119516007,0.013780015,0.118846878,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
188.626296241,53.15484300000001,0.052387054,0,0,0,0,1,2000,0.199681511,2000,0.01916822,2000,0.152573792,2000,0.098875012,985,0.037002273,-1.071009453,0.013780015,0.118846878,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,188.92856172,74.05129716666667,0.992509937,0,2,1,3,4,2000,0.018839083,973,0.317635897,936,0.205139246,959,0.435765096,999,0.787218959,0.021349317,3.12335E-4,0.168211668,-1.800213978
189.644161676,74.05129716666667,0.819494735,0,0,0,1,2,2000,0.199681511,2000,0.01916822,2000,0.152573792,1000,0.453243556,922,0.031881703,0.603595203,-1.911582091,0.118846878,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
189.747851435,15810.608141000002,0.020551938,0,0,0,0,1,2000,0.199681511,2000,0.01916822,2000,0.152573792,2000,0.453243556,1016,0.013681558,-0.299036555,-1.911582091,0.118846878,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
192.019290058,5.6802349166666675,1.937575833,0,0,0,0,1,2000,0.199681511,2000,0.01916822,2000,0.152573792,2000,0.453243556,887,1.421075032,-0.653452341,-1.911582091,0.118846878,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
192.12368639,161.33176550000002,0.037827592,0,0,0,0,1,2000,0.199681511,2000,0.01916822,2000,0.152573792,2000,0.453243556,1015,0.020439314,-2.657596346,-1.911582091,0.118846878,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,192.360739068,172.766286,2.210861773,0,0,0,0,1,2000,0.018839083,2000,0.317635897,2000,0.205139246,2000,0.435765096,898,0.68601235,-2.192476612,3.12335E-4,0.168211668,-1.800213978
192.826827932,172.766286,0.603755539,3,0,1,2,0,994,0.234034459,2000,0.01916822,981,0.203667227,1004,0.200647957,2000,0.020439314,0.036866828,0.048877517,-4.67329015,-56.328775579,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,193.419182656,5.632237083333334,0.158219996,0,1,2,3,0,2000,0.018839083,949,0.051527642,960,0.039121561,981,0.0390445,2000,0.68601235,0.012524417,1.92073E-4,-5.147752398,-1.800213978
193.868100603,5.632237083333334,0.539553508,3,4,1,2,0,998,0.281990675,962,0.016670632,979,0.223121672,1003,0.117159077,2000,0.020439314,0.053932099,0.084416768,0.200340293,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
195.174600462,8.692775666666666,0.791020088,0,0,1,2,0,2000,0.281990675,2000,0.016670632,1003,0.123439907,1001,0.204168767,2000,0.020439314,0.087395276,-1.004079771,0.200340293,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
195.261121058,58.70500166666667,0.068767324,0,0,2,1,0,2000,0.281990675,2000,0.016670632,1010,0.015823283,1010,0.01717503,2000,0.020439314,0.035605406,-1.761063229,0.200340293,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
195.310852482,65.71013125,0.034437228,0,0,1,0,0,2000,0.281990675,2000,0.016670632,1008,0.016483605,2000,0.01717503,2000,0.020439314,-0.048456149,-1.761063229,0.200340293,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
195.898967168,82.4874295,0.421223088,0,0,2,3,1,2000,0.281990675,2000,0.016670632,1010,0.01595527,1010,0.148596447,922,0.369961316,0.103550494,0.1490631,-2.063120258,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,209.735313241,121.67570466666666,15.247417186,1,2,0,0,0,771,0.038495932,1003,2.25463E-4,2000,0.039121561,2000,0.0390445,2000,0.68601235,0.0524694,-1.266686425,-5.147752398,-1.800213978
,,,,,,,,,,,,,,,,,,,,,,,228.96514068,1155.9869363333332,19.145294511,0,0,0,0,1,2000,0.038495932,2000,2.25463E-4,2000,0.039121561,2000,0.0390445,987,6.509511059,-15.279482292,-1.266686425,-5.147752398,-1.800213978
,,,,,,,,,,,,,,,,,,,,,,,229.266993765,2766.527690333334,0.120657588,0,0,0,0,1,2000,0.038495932,2000,2.25463E-4,2000,0.039121561,2000,0.0390445,1015,0.103242098,-34.60597134,-1.266686425,-5.147752398,-1.800213978
,,,,,,,,,,,,,,,,,,,,,,,229.403157071,2780.4993955000004,0.089161739,0,0,0,0,1,2000,0.038495932,2000,2.25463E-4,2000,0.039121561,2000,0.0390445,1015,0.074351426,-34.773631802,-1.266686425,-5.147752398,-1.800213978
,,,,,,,,,,,,,,,,,,,,,,,229.460676863,2789.428180333333,0.039533596,0,0,0,0,1,2000,0.038495932,2000,2.25463E-4,2000,0.039121561,2000,0.0390445,1015,0.019947536,-34.88077722,-1.266686425,-5.147752398,-1.800213978
229.746246038,2796.8609108333335,33.798244059,0,0,2,1,3,2000,0.281990675,2000,0.016670632,1004,32.530528447,988,32.763897105,905,0.449600915,0.135237135,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
229.96482093,36.32530175,0.01858335,0,0,0,0,1,2000,0.281990675,2000,0.016670632,2000,32.530528447,2000,32.763897105,1016,0.012665086,-33.862997416,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
230.135284018,39.293712666666664,0.153426278,0,0,0,0,1,2000,0.281990675,2000,0.016670632,2000,32.530528447,2000,32.763897105,1014,0.121045915,-33.898618347,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
230.226687142,55.04452991666667,0.05581913,0,0,0,0,1,2000,0.281990675,2000,0.016670632,2000,32.530528447,2000,32.763897105,1015,0.037701837,-34.087628154,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
230.346266346,67.95921058333334,0.020419626,0,0,0,0,1,2000,0.281990675,2000,0.016670632,2000,32.530528447,2000,32.763897105,1016,0.014442932,-34.242604322,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
230.420034943,72.56384449999999,0.038935692,0,0,0,0,1,2000,0.281990675,2000,0.016670632,2000,32.530528447,2000,32.763897105,1015,0.020137347,-34.297859929,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,230.436059586,72.56384449999999,0.925723543,0,3,0,1,2,2000,0.038495932,1007,0.167917541,2000,0.039121561,984,0.236130183,911,0.896645567,0.013543537,0.105993671,-41.503946017,-1.800213978
231.235570281,1.3055765833333335,0.783992264,0,0,0,0,1,2000,0.281990675,2000,0.016670632,2000,32.530528447,2000,32.763897105,869,0.666546466,-34.368337869,22.146397022,-24.562400123,-62.360485256,,,,,,,,,,,,,,,,,,,,,,,,
231.954715952,73.73621924999999,0.602637283,3,4,2,1,0,985,0.200894093,960,0.033886101,997,0.250771463,976,0.319444267,2000,0.666546466,0.135795028,0.149205229,0.13420357,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,232.860529637,178.12956991666667,2.393283553,0,0,3,1,2,2000,0.038495932,2000,0.167917541,954,0.016776055,1003,0.052896286,901,0.123260718,0.012057228,0.339310625,-42.692687655,-1.800213978
233.381116235,61.59745008333333,0.776316996,0,0,3,2,1,2000,0.200894093,2000,0.033886101,1007,0.067222402,1002,0.26589279,880,0.2549173,0.338219953,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
234.30148873,7.2348757500000005,0.870701095,0,0,0,0,1,2000,0.200894093,2000,0.033886101,2000,0.067222402,2000,0.26589279,901,0.019930277,-0.487767957,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
234.352393186,82.44372533333335,0.019096393,0,0,0,0,1,2000,0.200894093,2000,0.033886101,2000,0.067222402,2000,0.26589279,1016,0.012954221,-1.390274152,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
234.47638443,86.85324583333333,0.090175895,0,0,0,0,1,2000,0.200894093,2000,0.033886101,2000,0.067222402,2000,0.26589279,1013,0.07158782,-1.443188398,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
234.531025216,97.16088891666666,0.02112537,0,0,0,0,1,2000,0.200894093,2000,0.033886101,2000,0.067222402,2000,0.26589279,1017,0.015817374,-1.566880115,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
234.616476262,104.48190158333334,0.018724062,0,0,0,0,1,2000,0.200894093,2000,0.033886101,2000,0.067222402,2000,0.26589279,1017,0.013270205,-1.654732267,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
234.769576233,108.92351149999999,0.118524995,0,0,0,0,1,2000,0.200894093,2000,0.033886101,2000,0.067222402,2000,0.26589279,959,0.101781678,-1.708031586,0.083459708,-1.255196042,-100.464531603,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,234.919440243,108.92351149999999,1.575469753,0,3,4,2,1,2000,0.038495932,999,0.018455755,996,0.018301144,1001,0.918466386,885,0.390785653,0.574978917,0.933796917,2.73871E-4,-48.527307725
235.731190232,41.90282375,0.676555567,4,5,2,1,3,992,0.324475289,922,0.148438672,977,0.233898678,975,0.11862683,1015,0.016858701,0.018345497,0.133738467,0.084006907,0.084123234,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,237.038757459,92.37534691666667,1.481288076,2,0,3,1,0,971,2.23462E-4,2000,0.018455755,940,8.0456E-5,976,1.249143525,2000,0.390785653,1.264618088,4.20952E-4,-1.969489299,-48.527307725
,,,,,,,,,,,,,,,,,,,,,,,237.19331709,32.343044,0.139218997,0,0,1,0,0,2000,2.23462E-4,2000,0.018455755,1008,0.102772901,2000,1.249143525,2000,0.390785653,-0.232002603,4.20952E-4,-1.969489299,-48.527307725
237.826639936,82.53593241666667,1.160666292,4,1,2,3,0,955,0.670549877,946,1.060884901,975,0.592782429,982,0.331433517,2000,0.016858701,0.014631816,0.041504485,0.11511537,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
238.164489811,39.187258416666666,0.037839006,0,0,0,0,1,2000,0.670549877,2000,1.060884901,2000,0.592782429,2000,0.331433517,1006,0.020503221,-1.446046474,0.041504485,0.11511537,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,238.356100207,47.931238333333326,0.699695499,1,3,4,5,2,1007,0.053131469,1005,0.283584482,936,0.082896039,974,0.151697228,930,0.406596782,0.013781503,0.073472891,4.91351E-4,2.71084E-4
,,,,,,,,,,,,,,,,,,,,,,,239.477638518,35.34708008333334,0.821894294,4,5,1,2,3,993,0.135293974,1010,1.9536E-4,928,0.155602841,994,0.440098737,942,0.306424585,0.015125083,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,239.814376491,128.77777816666668,0.037463412,0,0,0,0,1,2000,0.135293974,2000,1.9536E-4,2000,0.155602841,2000,0.440098737,1015,0.018221858,-1.106043294,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,241.150836799,241.37467508333333,0.022759771,0,0,0,1,0,2000,0.135293974,2000,1.9536E-4,2000,0.155602841,1011,0.016550827,2000,0.018221858,-2.457206057,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,242.157765959,244.82179108333338,0.9883255,0,0,0,1,0,2000,0.135293974,2000,1.9536E-4,2000,0.155602841,972,0.053081937,2000,0.018221858,-2.498571449,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,242.227211809,328.5583194166666,0.052931667,0,0,0,1,0,2000,0.135293974,2000,1.9536E-4,2000,0.155602841,1010,0.036814589,2000,0.018221858,-3.503409789,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,252.115415955,1108.0308869166665,0.587465795,0,1,0,0,0,2000,0.135293974,928,0.43823315,2000,0.155602841,2000,0.036814589,2000,0.018221858,-12.857080599,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,253.619576355,1247.3265390833335,0.420077393,1,0,0,0,0,927,0.203577622,2000,0.43823315,2000,0.155602841,2000,0.036814589,2000,0.018221858,-14.528628425,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,254.912585496,1344.9060259999999,0.542129955,0,0,1,0,0,2000,0.203577622,2000,0.43823315,923,0.290265858,2000,0.036814589,2000,0.018221858,-15.699582268,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,255.531393802,1410.6346856666667,0.372198032,0,0,0,1,0,2000,0.203577622,2000,0.43823315,2000,0.290265858,927,0.171623082,2000,0.018221858,-16.488326184,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,256.118958884,1463.881779083333,0.320795295,0,0,0,1,0,2000,0.203577622,2000,0.43823315,2000,0.290265858,903,0.203138922,2000,0.018221858,-17.127291305,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,256.80418775,1533.5884908333333,0.169544279,0,0,0,0,1,2000,0.203577622,2000,0.43823315,2000,0.290265858,2000,0.203138922,1008,0.119494632,-17.963771846,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,257.343502395,1568.6308404166666,0.288353067,0,0,0,0,1,2000,0.203577622,2000,0.43823315,2000,0.290265858,2000,0.203138922,904,0.170950644,-18.384280041,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,258.533062431,1671.9132392499998,0.238524918,0,0,0,0,1,2000,0.203577622,2000,0.43823315,2000,0.290265858,2000,0.203138922,989,0.223523726,-19.623668827,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,258.802934833,1709.8369510833334,0.053308425,0,0,0,0,1,2000,0.203577622,2000,0.43823315,2000,0.290265858,2000,0.203138922,966,0.018417979,-20.078753369,1.742E-4,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,260.123980794,1715.63440575,1.304788981,0,0,0,1,2,2000,0.203577622,2000,0.43823315,2000,0.290265858,833,0.369825991,970,0.09892299,0.138686546,-20.286835171,0.139528948,0.300001571
,,,,,,,,,,,,,,,,,,,,,,,266.126066128,1857.6501643333331,5.602685125,5,4,3,2,1,971,0.251659974,945,0.915898233,934,0.34908972,871,0.201920548,904,0.354897135,0.619689034,2.1016471,1.232750562,0.981887142
,,,,,,,,,,,,,,,,,,,,,,,267.166727298,2389.9108408333336,0.256218018,1,0,0,0,0,967,0.122145151,2000,0.915898233,2000,0.34908972,2000,0.201920548,2000,0.354897135,-5.767439084,2.1016471,1.232750562,0.981887142
269.265751232,2389.9108408333336,31.034172559,0,0,3,1,2,2000,0.670549877,2000,1.060884901,1003,6.616700471,997,0.089536381,904,0.189718203,0.016454588,2.028991329,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,272.041049066,219.81568591666667,0.036745808,0,0,0,0,1,2000,0.122145151,2000,0.915898233,2000,0.34908972,2000,0.201920548,1007,0.018441197,-10.861231141,2.1016471,1.232750562,0.981887142
,,,,,,,,,,,,,,,,,,,,,,,272.743829437,229.72068116666665,0.620668357,0,0,2,0,1,2000,0.122145151,2000,0.915898233,1009,3.35811E-4,2000,0.201920548,990,0.306186011,0.537377813,-9.415821797,1.232750562,0.981887142
273.231347975,295.5065260833333,3.864835595,0,0,2,0,1,2000,0.670549877,2000,1.060884901,1004,0.649833966,2000,0.089536381,985,1.736821631,0.16939871,-29.258886709,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
274.263929985,41.68668583333333,0.851099234,0,0,0,0,1,2000,0.670549877,2000,1.060884901,2000,0.649833966,2000,0.089536381,922,0.383691821,-3.876919833,-29.258886709,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,274.347839368,41.68668583333333,1.435247915,0,4,2,3,1,2000,0.122145151,977,0.28425489,909,0.266001943,991,0.198706209,874,0.818875664,0.919057283,0.017441105,0.165079313,-8.55481412
274.492630421,5.883582833333334,0.128128346,0,0,1,2,0,2000,0.670549877,2000,1.060884901,1009,0.094020591,1010,0.016590999,2000,0.383691821,0.09416637,-34.181644171,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,275.11672581,17.250524083333335,0.681618563,0,2,0,3,1,2000,0.122145151,941,0.316623865,2000,0.266001943,967,0.252837017,876,0.297048035,0.247355871,0.014622674,-0.682915327,-8.55481412
275.264708191,17.250524083333335,0.622596357,0,0,2,0,1,2000,0.670549877,2000,1.060884901,1009,0.117580679,2000,0.016590999,931,0.473822163,0.405088161,-34.770175245,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
275.319119546,22940.089037083333,0.038050301,0,0,1,0,0,2000,0.670549877,2000,1.060884901,1010,0.01868273,2000,0.016590999,2000,0.473822163,-0.233869377,-34.770175245,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,275.725468156,2.8859879166666667,0.405833685,0,0,0,2,1,2000,0.122145151,2000,0.316623865,2000,0.266001943,990,0.305068203,909,0.189689245,0.048794944,-0.671345215,-0.682915327,-8.55481412
275.840240622,2.8859879166666667,0.485974811,0,0,0,0,1,2000,0.670549877,2000,1.060884901,2000,0.01868273,2000,0.016590999,917,0.404512378,-0.307066221,-34.770175245,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
276.077900158,23004.793233249995,0.02037956,0,0,1,0,0,2000,0.670549877,2000,1.060884901,1014,0.01314815,2000,0.016590999,2000,0.404512378,-1.010319731,-34.770175245,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
276.150486635,23010.73463733333,0.021669861,1,0,0,0,0,1011,0.015414568,2000,1.060884901,2000,0.01314815,2000,0.016590999,2000,0.404512378,-1.08161658,-34.770175245,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
276.69226078,5.870353083333334,0.473949752,0,0,0,0,1,2000,0.015414568,2000,1.060884901,2000,0.01314815,2000,0.016590999,909,0.035801108,-1.171111364,-34.770175245,-3.439800295,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,276.779715966,37.57041883333333,0.490958311,0,2,0,1,0,2000,0.122145151,991,0.364529259,2000,0.266001943,969,0.252776204,2000,0.189689245,0.053193473,-1.644864979,-0.682915327,-8.55481412
277.213043067,37.57041883333333,0.473441718,2,0,1,3,0,1009,0.06672617,2000,1.060884901,1007,0.012788772,1008,0.301620683,2000,0.035801108,0.10326609,3.9346E-4,-40.006035717,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
277.850483916,23110.758593083334,0.521380136,0,0,0,0,1,2000,0.06672617,2000,1.060884901,2000,0.012788772,2000,0.301620683,891,0.055128543,-0.486237332,3.9346E-4,-40.006035717,-1.462375614,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,282.411473959,340.82332766666667,0.370863261,0,0,0,1,0,2000,0.122145151,2000,0.364529259,2000,0.266001943,868,0.014053093,2000,0.189689245,-5.698659551,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,285.766201509,648.19516425,0.037125606,0,0,0,1,0,2000,0.122145151,2000,0.364529259,2000,0.266001943,948,0.01388058,2000,0.189689245,-9.38712159,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,287.371723412,779.1642952499999,0.071011578,0,0,0,1,0,2000,0.122145151,2000,0.364529259,2000,0.266001943,836,0.038533642,2000,0.189689245,-10.958751162,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,301.936352489,1766.8841038333335,2.783014227,0,0,0,1,0,2000,0.122145151,2000,0.364529259,2000,0.266001943,948,2.663970614,2000,0.189689245,-22.811388865,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,302.840354405,2059.8221915,0.171755006,0,0,0,1,0,2000,0.122145151,2000,0.364529259,2000,0.266001943,926,0.040015417,2000,0.189689245,-26.326645917,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,303.929480722,2151.9814301666665,0.154974731,0,1,0,0,0,2000,0.122145151,1008,0.105777692,2000,0.266001943,2000,0.040015417,2000,0.189689245,-27.432556781,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,304.282917229,2173.1700135833335,0.254147681,0,1,0,0,0,2000,0.122145151,1002,0.186370429,2000,0.266001943,2000,0.040015417,2000,0.189689245,-27.686819782,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,304.970838002,2233.1482716666665,0.222328172,0,0,0,1,0,2000,0.122145151,2000,0.186370429,2000,0.266001943,980,0.169755809,2000,0.189689245,-28.406558879,-1.644864979,-0.682915327,-8.55481412
,,,,,,,,,,,,,,,,,,,,,,,305.724500625,2268.2017532500004,0.555348725,0,0,0,1,0,2000,0.122145151,2000,0.186370429,2000,0.266001943,974,0.055826479,2000,0.189689245,-28.827200658,-1.644864979,-0.682915327,-8.55481412
306.711093286,2329.6096264166663,28.760364882,5,4,2,3,1,993,11.8971036,1004,1.650610691,1002,25.25136379,1008,1.0172714,934,0.039164908,0.454685921,0.46697886,0.19900324,1.117412455,,,,,,,,,,,,,,,,,,,,,,,,
306.747517905,68.23660375000001,0.022630969,0,0,0,0,1,2000,11.8971036,2000,1.650610691,2000,25.25136379,2000,1.0172714,1016,0.015786378,-28.319468841,0.46697886,0.19900324,1.117412455,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,306.76503496,68.23660375000001,0.858988378,3,0,0,2,1,1010,0.016668187,2000,0.186370429,2000,0.266001943,955,2.32953E-4,981,0.237222192,0.018683622,0.06848379,-31.979042854,-8.55481412
307.977785289,21.33306766666667,1.194973049,0,0,0,0,1,2000,11.8971036,2000,1.650610691,2000,25.25136379,2000,1.0172714,931,0.52791399,-28.377398062,0.46697886,0.19900324,1.117412455,,,,,,,,,,,,,,,,,,,,,,,,
308.116077982,83.80611908333334,0.071593806,0,0,0,0,1,2000,11.8971036,2000,1.650610691,2000,25.25136379,2000,1.0172714,1015,0.053939977,-29.639068303,0.46697886,0.19900324,1.117412455,,,,,,,,,,,,,,,,,,,,,,,,
308.287416272,102.34710766666666,0.020441186,0,0,0,0,1,2000,11.8971036,2000,1.650610691,2000,25.25136379,2000,1.0172714,1023,0.013321645,-29.861560166,0.46697886,0.19900324,1.117412455,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,308.375649188,106.92474416666666,1.336839503,4,3,5,2,1,989,0.644151825,952,0.35130244,946,0.605560876,943,0.496970288,904,0.405474427,0.49027226,0.097545297,0.016659011,3.69552E-4
308.983480081,44.70321658333334,0.661572599,3,4,2,1,0,977,0.169336361,954,2.72763E-4,977,0.48520821,982,0.503939593,2000,0.013321645,0.018613799,0.36917977,0.147332724,-28.668223542,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,309.602115105,47.812036166666665,0.74376979,5,3,4,2,1,989,0.383855351,948,0.234055406,938,0.382929765,940,0.214337156,902,0.107161599,0.125714146,0.047304364,2.76051E-4,0.085239782
,,,,,,,,,,,,,,,,,,,,,,,309.83925736,19.677026583333333,0.17104182,0,0,0,1,0,2000,0.383855351,2000,0.234055406,2000,0.382929765,925,0.120096817,2000,0.107161599,-0.684154607,0.047304364,2.76051E-4,0.085239782
310.208596098,49.212085249999994,0.776506349,4,5,3,2,1,972,0.269679375,941,0.050195374,976,0.269971801,981,0.136508873,901,0.101558451,0.152897818,0.015826843,0.169297735,0.050357936,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,310.861334949,55.65780050000001,0.838700295,5,4,3,2,1,991,0.183695434,953,0.433558884,938,0.318872729,885,0.166735358,925,0.13585156,0.118835211,0.033039137,0.016762953,0.132608856
311.565874934,47.59885783333334,0.875347051,2,4,1,3,5,977,0.099823159,944,0.0504715,981,0.220354036,962,0.151038873,912,0.370505741,0.018971296,0.067530475,0.08322472,0.150497469,,,,,,,,,,,,,,,,,,,,,,,,
311.751519925,26.672805916666665,0.169732084,0,0,0,0,1,2000,0.099823159,2000,0.0504715,2000,0.220354036,2000,0.151038873,1014,0.152205546,-0.872288669,0.067530475,0.08322472,0.150497469,,,,,,,,,,,,,,,,,,,,,,,,
311.857391615,42.24053016666667,0.088791106,0,0,0,0,1,2000,0.099823159,2000,0.0504715,2000,0.220354036,2000,0.151038873,1014,0.05343128,-1.05910136,0.067530475,0.08322472,0.150497469,,,,,,,,,,,,,,,,,,,,,,,,
312.309549804,77.34361483333333,0.119712396,0,0,0,0,1,2000,0.099823159,2000,0.0504715,2000,0.220354036,2000,0.151038873,929,0.103113952,-1.480338376,0.067530475,0.08322472,0.150497469,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,312.443302662,77.34361483333333,1.181587348,5,3,4,1,2,976,0.469157717,940,0.471041443,965,0.17104677,888,0.440316251,892,0.133695123,0.153799879,0.285752887,4.90245E-4,0.138662465
313.035903868,28.392358916666666,0.577418307,4,5,2,1,3,1010,0.01835609,968,1.4582E-4,999,0.321770009,982,0.377198793,1008,0.019100235,0.089219227,0.302858339,0.050796988,0.034984014,,,,,,,,,,,,,,,,,,,,,,,,
318.209086811,261.227147,2.275166849,0,0,1,2,3,2000,0.01835609,2000,1.4582E-4,1009,0.690653504,1003,0.37505915,904,0.149703541,0.016886896,0.22542689,-3.274873303,0.034984014,,,,,,,,,,,,,,,,,,,,,,,,
319.18280252,455.04161824999994,0.923107403,0,0,2,1,3,2000,0.01835609,2000,1.4582E-4,1006,0.250995533,992,0.454934293,926,2.94652E-4,0.237588012,0.251259186,-5.84718037,0.034984014,,,,,,,,,,,,,,,,,,,,,,,,
