time1,Left0,Left1,Left2,Left3,Left4,time2,Right0,Right1,Right2,Right3,Right4
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,791,754
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1022,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1021,1023,1022,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,922,1013,791,757
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1013,923,1013,790,760
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,919,1013,790,763
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1023,1023,1023,1023,1023,188.0,1012,918,1013,789,766
188.0,1022,1021,1022,1023,1022,188.0,1012,918,1013,789,766
188.0,1022,1021,1022,1023,1022,188.0,1012,918,1013,789,766
188.0,1022,1021,1022,1023,1022,188.0,1012,918,1013,789,766
188.0,1022,1021,1022,1023,1022,188.0,1012,918,1013,789,766
