Time,inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
15,1023,1023,1023,1023,1022,1021,1021,1021,1021,1021
15,1023,1023,1023,1023,1022,1020,1021,1021,1021,1021
25,1023,1022,1023,1023,1023,1020,1021,1021,1021,1021
25,1023,1022,1023,1023,1023,1020,1021,1021,1021,1021
15,1023,1022,1023,1023,1023,1019,1019,1020,1017,1012
15,1023,1022,1023,1023,1023,1021,1017,1021,1021,1021
15,1023,1022,1023,1023,1023,1021,1018,1021,1021,1021
25,1023,1023,1023,1023,1021,1021,1018,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1018,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1018,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1018,1021,1021,1021
15,1023,1023,1023,1023,1023,1020,1019,1019,1018,1015
15,1023,1023,1023,1023,1023,1022,1021,1018,1021,1021
15,1023,1023,1023,1023,1023,1018,1019,1019,1017,1016
15,1023,1023,1023,1023,1023,1017,1019,1023,1021,1021
25,1022,1023,1022,1023,1023,1017,1019,1023,1021,1021
25,1023,1023,1023,1023,1023,1017,1019,1023,1021,1021
25,1023,1023,1022,1023,1023,1017,1019,1023,1021,1021
15,1023,1023,1022,1023,1023,1015,1019,1019,1020,1018
15,1023,1023,1022,1023,1023,1018,1021,1020,1021,1021
15,1023,1023,1022,1023,1023,1018,1020,1021,1017,1021
15,1023,1023,1022,1023,1023,1017,1023,1019,1019,1017
25,1023,1023,1023,1023,1023,1017,1023,1019,1019,1017
25,1023,1022,1023,1023,1023,1017,1023,1019,1019,1017
25,1023,1023,1022,1023,1023,1017,1023,1019,1019,1017
25,1023,1023,1022,1023,1023,1017,1023,1019,1019,1017
15,1023,1023,1022,1023,1023,1017,1018,1017,1021,1017
15,1023,1023,1022,1023,1023,1017,1022,1021,1017,1021
15,1023,1023,1022,1023,1023,1018,1014,1019,1019,1020
25,1021,1023,1023,1023,1023,1018,1014,1019,1019,1020
25,1023,1023,1023,1022,1023,1018,1014,1019,1019,1020
25,1023,1023,1023,1023,1023,1018,1014,1019,1019,1020
15,1023,1023,1023,1023,1023,1017,1016,1019,1021,1022
15,1023,1023,1023,1023,1023,1017,1016,1020,1021,1018
15,1023,1023,1023,1023,1023,1018,1018,1023,1021,1020
15,1023,1023,1023,1023,1023,1017,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1017,1021,1021,1021,1021
25,1023,1021,1023,1023,1023,1017,1021,1021,1021,1021
25,1023,1021,1022,1023,1022,1017,1021,1021,1021,1021
15,1023,1021,1022,1023,1022,1019,1017,1015,1019,1019
15,1023,1021,1022,1023,1022,1019,1017,1014,1017,1022
15,1023,1021,1022,1023,1022,1019,1017,1016,1018,1021
25,1023,1022,1023,1023,1022,1019,1017,1016,1018,1021
25,1023,1023,1023,1023,1023,1019,1017,1016,1018,1021
25,1023,1022,1022,1023,1021,1019,1017,1016,1018,1021
25,1023,1023,1023,1023,1022,1019,1017,1016,1018,1021
15,1023,1023,1023,1023,1022,1021,1020,1021,1021,1021
15,1023,1023,1023,1023,1022,1020,1017,1016,1021,1017
15,1023,1023,1023,1023,1022,1022,1018,1016,1019,1021
15,1023,1023,1023,1023,1022,1023,1020,1017,1016,1019
25,1022,1023,1023,1023,1023,1023,1020,1017,1016,1019
