TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4
,,,,,,,,,,,,,,,,,,,,,,,22.76728089,17.05377975,12.73477555,0,0,0,0,1,2000,0,2000,0,2000,0,2000,0,953,5.949435291,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,24.41594757,3254.795864,1.432513673,5,4,3,2,1,1003,0.13159214,987,0.267363371,970,0.184478149,993,0.23450211,949,0.43286071,0.380837902,23.43131354,23.49961577,24.26594038
26.28566671,4004.363489,16.32141642,3,2,5,4,1,948,14.5315314,970,15.54952014,980,0.067401021,981,1.166937627,901,15.18341289,0.53308815,11.58220131,12.16553667,25.99840328,,,,,,,,,,,,,,,,,,,,,,,
28.63332888,587.7773288,0.300515656,0,0,0,0,1,2000,14.5315314,2000,15.54952014,2000,0.067401021,2000,1.166937627,983,0.249562798,0.53308815,11.58220131,12.16553667,25.99840328,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,31.28421997,828.8779345,5.302515509,5,2,3,4,1,1004,0.166976584,983,0.947636613,965,0.264873687,975,0.914761342,919,2.066535376,0.101263565,4.87E-04,1.70E-04,2.715775565
32.26501774,662.8612948,2.967801907,4,2,5,3,1,983,0.3659757,942,1.349531786,992,0.084051857,978,0.849859967,909,2.052312381,1.40284471,0.398738886,20.23534741,0.097312292,,,,,,,,,,,,,,,,,,,,,,,
32.84987489,212.4078065,0.051582764,0,0,0,0,1,2000,0.3659757,2000,1.349531786,2000,0.084051857,2000,0.849859967,976,0.035027361,1.40284471,0.398738886,20.23534741,0.097312292,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,33.01785865,241.9811478,1.069197354,5,3,4,2,1,999,0.084055514,941,0.550511981,944,0.435851482,960,0.581898383,916,0.334557805,0.234866165,6.21641831,0.047948772,6.615505196
33.68250366,141.0826913,0.76591807,4,3,5,2,1,981,0.1652037,932,0.383729492,990,0.066797017,974,0.416341147,904,0.231842071,0.116263251,2.448039859,2.317833177,0.032221389,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,34.29976901,158.7588238,0.818852146,5,3,4,2,1,1007,0.019522573,931,0.450268247,938,0.335041431,944,0.467030245,911,0.266573634,0.119402711,1.550034759,0.081938526,1.700490689
34.81856393,145.9953575,0.702612246,4,3,5,2,1,972,0.230750124,916,0.415831282,993,0.084978878,969,0.400698033,911,0.249564516,0.116289877,1.265512639,1.368919611,0.09793239,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,35.36606248,137.6661423,0.66612922,5,3,4,2,1,998,0.152213303,917,0.41878914,940,0.35171418,952,0.382123709,910,0.165435925,0.083575892,1.247534288,0.051372023,1.283224881
35.85132975,133.2093328,0.600732128,4,2,5,3,1,945,0.402491076,963,0.367025708,976,0.285622758,996,0.147636306,900,0.114783769,0.099784477,2.93E-04,1.082580038,0.050844142,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,36.21587262,107.8312358,0.432436954,5,3,4,2,1,964,0.150507221,940,0.167196817,920,0.131800375,953,0.168379371,928,0.098314414,0.031319247,1.115304095,2.98E-04,1.016276838
36.6328128,107.8312358,0.418052928,3,4,5,2,1,948,0.215668671,963,0.047807081,959,0.132069461,959,0.099556517,909,0.085664677,0.067366396,0.965713695,7.71E-04,3.17E-04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,36.98253235,104.5375808,0.349621403,5,3,4,2,1,981,0.082870888,927,0.149071638,927,0.148653383,933,0.13316869,917,0.048902642,0.048658103,0.885967449,4.19E-04,0.867811177
37.40057907,99.7672065,0.36860002,3,4,5,2,1,952,0.14938208,962,0.047059987,953,0.130715,960,0.099117906,904,0.068512782,0.050026382,0.851347458,5.89E-04,1.42E-04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,37.76533123,100.4121562,0.331702939,5,2,4,3,1,995,0.017879606,932,0.118290773,929,0.100494894,928,0.118000687,917,0.047243479,0.06471834,2.91E-04,0.815420835,0.881275999
38.18399392,103.7631715,0.335313568,2,3,4,5,1,963,0.198348249,938,0.165684412,952,0.131261272,947,0.114205522,941,0.03502588,0.052161671,6.16E-04,2.44E-04,6.16E-04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,38.53489525,91.664266,0.319557234,5,2,4,3,1,1001,0.166871715,929,0.199267377,927,0.167330888,926,0.115572035,913,0.068039326,0.051730748,2.57E-04,0.800367951,0.815959233
38.91661918,96.07080475,0.316998535,4,2,5,3,1,962,0.134248059,939,0.150157291,950,0.082362674,943,0.100443217,931,0.051512286,0.081816155,2.81E-04,0.814691532,5.40E-04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,39.3160812,99.8538605,0.317044406,4,2,5,3,1,1003,4.49E-07,922,0.082147244,921,0.050593715,927,0.047017586,910,0.084452409,0.101695375,3.17E-04,0.864059662,9.01E-04
39.68364488,100.27902,0.283492725,3,4,5,2,1,960,0.149840488,950,0.048984283,948,0.099547242,937,0.118561063,923,2.02E-07,0.015000313,0.767166599,5.83E-04,1.41E-04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,40.0325787,87.16035,0.283784757,5,3,4,2,1,1007,1.67E-07,917,0.169551718,918,0.1512773,927,0.131811257,913,0.035709697,0.035469883,0.696856575,0.018274969,0.867474653
40.39918171,95.728015,0.267476016,5,3,4,2,1,972,0.149801501,935,0.115516258,956,0.099743077,929,0.115876637,984,2.28E-07,0.034892525,0.784579483,3.12E-04,0.767291183,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,40.78352202,91.85991325,0.284376182,5,2,4,3,1,987,1.23E-07,919,0.13425141,919,0.099831605,923,0.117218279,912,0.066582285,0.050301222,3.03E-04,0.786278667,0.88255355
41.18448789,100.0400165,0.285182503,3,5,4,2,1,959,0.165482726,936,0.098721688,948,0.099705032,941,0.082933833,968,2.66E-07,0.016637541,0.766902436,5.94E-04,0.766245572,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,41.517267,87.40531625,0.268339621,4,2,5,3,1,990,0.050713969,917,0.114295698,918,0.097916935,926,0.11398471,917,0.049759735,0.034868192,3.12E-04,0.767715248,5.61E-04
41.90046724,87.72522275,0.300639615,4,2,5,3,1,964,0.148330467,941,0.085063061,959,0.098575783,934,0.099399666,925,0.051751326,0.082639875,2.91E-04,0.766474991,4.72E-04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,42.318107,91.46409975,0.352422814,4,2,5,3,1,994,1.50E-07,918,0.114826007,918,0.0664812,927,0.080203505,917,0.118222425,0.085982078,2.81E-04,0.815421806,4.83E-04
42.63282801,104.2124378,0.250294113,4,3,5,2,1,963,0.147471251,932,0.151016122,957,0.099463235,932,0.10099097,927,2.80E-07,0.016586894,0.734046034,0.751200133,5.44E-04,,,,,,,,,,,,,,,,,,,,,,,
