time1,Left0,Left1,Left2,Left3,Left4,time2,Right0,Right1,Right2,Right3,Right4
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1016,1018,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1017,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1019,1017,1019,1018,1019,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1019,1017,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,978,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1018,1018,1016,1016,1017,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
188.0,1017,1017,1018,1018,1020,188.0,1022,1017,1010,977,932
