time1,inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,time2,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
,,,,,,188,,,,480
,,,,,,188,,,,480
,,,,,,188,,,,480
,,,,,,188,,,,477
,,,,,,188,,,,477
,,,,,,192,,,,478
,,,,,,188,,,,481
,,,,,,188,,,,480
,,,,,,192,,,,480
,,,,,,192,,,,480
,,,,,,188,,,,480
,,,,,,192,,,,480
,,,,,,188,,,,481
,,,,,,188,,,,484
,,,,,,188,,,,484
,,,,,,184,,,,482
,,,,,,188,,,,480
,,,,,,180,,,,480
,,,,,,188,,,,481
,,,,,,188,,,,481
,,,,,,192,,,,483
,,,,,,180,,,,484
,,,,,,180,,,,484
,,,,,,188,,,,483
,,,,,,184,,,,483
,,,,,,184,,,,483
,,,,,,188,,,,482
,,,,,,188,,,,483
,,,,,,176,,,,482
,,,,,,192,,,,482
,,,,,,184,,,,481
,,,,,,192,,,,482
,,,,,,192,,,,482
,,,,,,184,,,,483
,,,,,,192,,,,482
,,,,,,188,,,,483
,,,,,,188,,,,485
,,,,,,188,,,,486
,,,,,,188,,,,485
,,,,,,188,,,,485
,,,,,,196,,,,486
,,,,,,196,,,,486
,,,,,,188,,,,484
,,,,,,192,,,,487
,,,,,,192,,,,487
,,,,,,184,,,,486
,,,,,,184,,,,486
,,,,,,184,,,,489
,,,,,,184,,,,489
,,,,,,184,,,,489
,,,,,,188,,,,488
,,,,,,188,,,,488
,,,,,,188,,,,490
,,,,,,188,,,,489
,,,,,,188,,,,489
,,,,,,188,,,,489
,,,,,,196,,,,489
,,,,,,188,,,,491
,,,,,,188,,,,491
,,,,,,188,,,,491
,,,,,,180,,,,492
,,,,,,184,,,,492
,,,,,,192,,,,493
,,,,,,184,,,,495
,,,,,,180,,,,495
,,,,,,192,,,,493
,,,,,,192,,,,493
,,,,,,184,,,,492
,,,,,,188,,,,493
,,,,,,188,,,,493
,,,,,,184,,,,495
,,,,,,184,,,,495
,,,,,,188,,,,494
,,,,,,188,,,,495
,,,,,,188,,,,495
,,,,,,188,,,,500
,,,,,,192,,,,500
,,,,,,188,,,,501
,,,,,,188,,,,501
,,,,,,192,,,,505
,,,,,,192,,,,507
,,,,,,192,,,,507
,,,,,,184,,,,508
,,,,,,184,,,,512
,,,,,,188,,,,511
,,,,,,180,,,,508
,,,,,,180,,,,508
,,,,,,188,,,,514
,,,,,,192,,,,516
,,,,,,192,,,,516
,,,,,,192,,,,516
,,,,,,188,,,,516
,,,,,,188,,,,517
,,,,,,188,,,,515
,,,,,,184,,,,519
,,,,,,184,,,,518
,,,,,,184,,,,518
,,,,,,184,,,,518
,,,,,,200,,,,523
,,,,,,200,,,,523
,,,,,,188,,,,526
,,,,,,188,,,,526
,,,,,,192,,,,528
,,,,,,188,,,,531
,,,,,,188,,,,531
,,,,,,180,,,,533
,,,,,,188,,,,532
,,,,,,188,,,,530
,,,,,,188,,,,530
,,,,,,184,,,,529
,,,,,,184,,,,530
,,,,,,188,,,,531
,,,,,,188,,,,531
,,,,,,184,,,,535
,,,,,,184,,,,540
,,,,,,188,,,,541
,,,,,,188,,,,525
,,,,,,188,,,,525
,,,,,,188,,,,525
,,,,,,192,,,,526
,,,,,,184,,,,526
,,,,,,184,,,,529
,,,,,,192,,,,530
,,,,,,192,,,,530
,,,,,,176,,,,532
,,,,,,188,,,,531
,,,,,,188,,,,535
,,,,,,188,,,,533
,,,,,,192,,,,536
,,,,,,188,,,,537
,,,,,,188,,,,537
,,,,,,188,,,,538
,,,,,,188,,,,538
,,,,,,188,,,,538
,,,,,,184,,,,540
,,,,,,184,,,,540
,,,,,,192,,,,542
,,,,,,192,,,,541
,,,,,,184,,,,537
,,,,,,184,,,,538
,,,,,,192,,,,539
,,,,,,192,,,,539
,,,,,,180,,,,540
,,,,,,188,,,,540
,,,,,,188,,,,540
,,,,,,180,,,,541
,,,,,,180,,,,541
,,,,,,188,,,,542
,,,,,,196,,,,542
,,,,,,180,,,,543
,,,,,,188,,,,543
,,,,,,188,,,,543
,,,,,,188,,,,543
,,,,,,184,,,,544
,,,,,,192,,,,540
,,,,,,184,,,,542
,,,,,,200,,,,539
,,,,,,200,,,,539
,,,,,,184,,,,542
,,,,,,188,,,,543
,,,,,,196,,,,543
,,,,,,188,,,,541
,,,,,,188,,,,541
,,,,,,188,,,,543
,,,,,,192,,,,544
,,,,,,192,,,,544
,,,,,,188,,,,547
,,,,,,188,,,,547
,,,,,,196,,,,547
,,,,,,188,,,,544
,,,,,,188,,,,544
,,,,,,188,,,,547
,,,,,,188,,,,547
,,,,,,188,,,,547
,,,,,,192,,,,553
,,,,,,192,,,,553
,,,,,,184,,,,552
,,,,,,188,,,,558
,,,,,,188,,,,558
,,,,,,196,,,,554
,,,,,,196,,,,554
,,,,,,180,,,,555
,,,,,,188,,,,560
,,,,,,188,,,,560
,,,,,,188,,,,572
,,,,,,188,,,,572
,,,,,,188,,,,577
,,,,,,192,,,,592
,,,,,,192,,,,592
,,,,,,192,,,,592
,,,,,,184,,,,627
,,,,,,200,,,,734
