time1,inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,time2,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
,,,,,,188,,,,775
,,,,,,188,,,,775
,,,,,,192,,,,708
,,,,,,192,,,,708
,,,,,,188,,,,648
,,,,,,184,,,,617
,,,,,,200,,,,606
,,,,,,200,,,,606
,,,,,,184,,,,591
,,,,,,184,,,,591
,,,,,,192,,,,553
,,,,,,184,,,,536
,,,,,,184,,,,536
,,,,,,180,,,,524
,,,,,,188,,,,514
,,,,,,192,,,,505
,,,,,,180,,,,503
,,,,,,188,,,,501
,,,,,,188,,,,501
,,,,,,192,,,,499
,,,,,,192,,,,494
,,,,,,192,,,,494
,,,,,,192,,,,492
,,,,,,192,,,,492
,,,,,,184,,,,489
,,,,,,184,,,,489
,,,,,,184,,,,489
,,,,,,188,,,,490
,,,,,,196,,,,490
,,,,,,180,,,,490
,,,,,,188,,,,486
,,,,,,192,,,,486
,,,,,,192,,,,486
,,,,,,188,,,,483
,,,,,,192,,,,483
,,,,,,188,,,,481
,,,,,,188,,,,481
,,,,,,184,,,,479
,,,,,,200,,,,475
,,,,,,200,,,,475
,,,,,,184,,,,475
,,,,,,192,,,,473
,,,,,,184,,,,477
,,,,,,188,,,,478
,,,,,,188,,,,478
,,,,,,192,,,,479
,,,,,,188,,,,477
,,,,,,188,,,,477
,,,,,,188,,,,478
,,,,,,196,,,,476
,,,,,,196,,,,476
,,,,,,188,,,,478
,,,,,,188,,,,478
,,,,,,196,,,,478
,,,,,,192,,,,478
,,,,,,192,,,,477
,,,,,,192,,,,477
,,,,,,188,,,,478
,,,,,,184,,,,477
,,,,,,192,,,,476
,,,,,,192,,,,476
,,,,,,180,,,,477
,,,,,,180,,,,477
,,,,,,188,,,,479
,,,,,,188,,,,479
,,,,,,188,,,,478
,,,,,,188,,,,477
,,,,,,188,,,,479
,,,,,,188,,,,479
,,,,,,188,,,,480
,,,,,,188,,,,480
,,,,,,200,,,,480
,,,,,,192,,,,480
,,,,,,184,,,,477
,,,,,,184,,,,477
,,,,,,184,,,,480
,,,,,,188,,,,480
