TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4
9.813494558,111.05756566666668,0.535464336,0,2,0,3,1,2000,0.0,992,7238.0,2000,0.0,992,219.0,970,242.0,3.33081259E8,1470.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,10.129928191,150.72908933333332,0.518725087,0,0,0,0,1,2000,0.0,2000,0.0,2000,0.0,2000,0.0,944,1.33980691E8,0.0,0.0,0.0,0.0
10.632305539,177.526238,0.568914812,4,2,0,3,1,989,1409.0,982,214.0,2000,0.0,980,200.0,915,218.0,5.32573757E8,-3.4709243E7,8.67857394E8,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,11.013952386,122.16244533333332,0.417980881,3,1,2,4,0,981,3.1680045E8,979,3.01821002E8,955,1.0729334792E10,992,1.54100083E8,2000,1.33980691E8,4.01286016E8,1.0932557172E10,-1.69255175E8,0.0
11.331099994,88.877369,0.36864301,2,1,3,4,0,973,1165.0,930,298.0,970,191.0,963,378.0,2000,218.0,2.66628286E8,-1.6816769E7,1.6818677E7,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,11.567578153,84.11474499999998,0.338483766,2,0,3,4,1,977,2.03076714E8,2000,3.01821002E8,958,2.19894874E8,986,1.32299182E8,998,6.16406184E8,2.82886256E8,1071.0,-7.9812528E7,0.0
12.049539471,172.18973933333334,0.568107149,3,4,0,2,1,979,975.0,972,205.0,2000,191.0,973,168.0,923,728.0,5.47723001E8,8.00068839E8,1371.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,12.115095004,172.18973933333334,0.117092453,0,0,0,0,1,2000,2.03076714E8,2000,3.01821002E8,2000,2.19894874E8,2000,1.32299182E8,931,8.1343617E7,2.82886256E8,1071.0,-7.9812528E7,0.0
,,,,,,,,,,,,,,,,,,,,,,,12.28253571,222.18136700000002,0.134558194,0,0,0,0,1,2000,2.03076714E8,2000,3.01821002E8,2000,2.19894874E8,2000,1.32299182E8,935,1.97141113E8,2.82886256E8,1071.0,-7.9812528E7,0.0
13.049012041,150.6586353333333,0.537095195,0,3,0,2,1,2000,975.0,985,1060.0,2000,191.0,978,311.0,872,807.0,5.19480846E8,1.002241719E9,1371.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,13.416914459,121.81757866666669,0.453018342,0,0,0,0,1,2000,2.03076714E8,2000,3.01821002E8,2000,2.19894874E8,2000,1.32299182E8,925,8.4059658E7,2.82886256E8,1071.0,-7.9812528E7,0.0
,,,,,,,,,,,,,,,,,,,,,,,13.846776364,99.87242966666668,0.217811652,0,0,1,2,0,2000,2.03076714E8,2000,3.01821002E8,960,2.532669273E9,997,1.15978046E8,2000,8.4059658E7,1.15974195E8,1071.0,-7.9812528E7,0.0
,,,,,,,,,,,,,,,,,,,,,,,14.182135866,227.5039996666667,0.170275211,0,2,1,0,0,2000,2.03076714E8,996,8.0396854E7,972,2.85041611E9,2000,1.15978046E8,2000,8.4059658E7,1.01289481E8,1071.0,-7.9812528E7,0.0
