time1,Left0,Left1,Left2,Left3,Left4,time2,Right0,Right1,Right2,Right3,Right4
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1021,1020,1010,982,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1021,1008,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1020,1006,983,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,880
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,879
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,879
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,879
188.0,1023,1023,1022,1006,984,188.0,1023,1022,1023,995,879
